user_id,login_count,feature_usage_score,last_active_date,premium_feature_used
867,12,32,2024-11-03,Yes
868,30,59,2024-09-19,No
869,76,35,2024-09-23,Yes
870,82,84,2024-11-12,Yes
871,65,86,2024-10-20,No
872,15,94,2024-11-15,Yes
873,69,58,2024-11-12,No
874,97,51,2024-09-03,No
875,1,32,2024-10-22,Yes
876,53,65,2024-11-30,No
877,55,60,2024-11-11,Yes
878,115,48,2024-10-26,No
879,108,24,2024-09-04,No
880,22,76,2024-10-10,No
881,112,81,2024-09-29,No
882,89,51,2024-09-20,Yes
883,85,57,2024-10-20,No
884,56,56,2024-09-20,No
885,112,55,2024-09-11,Yes
886,6,51,2024-11-09,Yes
887,3,47,2024-10-09,No
888,46,58,2024-09-21,No
889,46,80,2024-09-25,No
890,6,96,2024-10-12,Yes
891,9,63,2024-11-11,No
892,48,58,2024-11-10,Yes
893,12,28,2024-10-15,Yes
894,68,12,2024-11-09,No
895,1,52,2024-11-26,No
896,41,84,2024-11-28,Yes
897,27,93,2024-10-01,Yes
898,40,54,2024-12-01,Yes
899,44,43,2024-09-18,Yes
900,112,51,2024-10-14,Yes
901,21,94,2024-11-15,Yes
902,40,90,2024-10-15,Yes
903,32,64,2024-10-06,No
904,77,89,2024-09-17,Yes
905,51,45,2024-11-30,No
906,1,46,2024-11-23,Yes
907,54,71,2024-11-10,No
908,2,17,2024-11-16,No
909,24,33,2024-11-14,No
910,77,98,2024-10-01,Yes
911,48,18,2024-10-30,No
912,65,31,2024-11-01,No
913,101,48,2024-11-11,Yes
914,4,41,2024-11-15,Yes
915,9,50,2024-10-29,Yes
916,102,82,2024-10-20,Yes
917,98,55,2024-10-25,Yes
918,50,28,2024-09-28,No
919,85,30,2024-10-09,Yes
920,34,36,2024-09-03,Yes
921,75,95,2024-10-01,No
922,46,14,2024-10-03,No
923,73,20,2024-09-30,Yes
924,68,50,2024-10-22,No
925,104,44,2024-11-04,Yes
926,110,93,2024-11-24,Yes
927,3,13,2024-11-20,Yes
928,30,32,2024-09-19,Yes
929,80,90,2024-10-05,No
930,64,13,2024-09-10,No
931,60,57,2024-10-13,No
932,21,37,2024-10-01,No
933,56,19,2024-11-22,Yes
934,67,20,2024-10-11,No
935,40,80,2024-10-23,Yes
936,88,10,2024-09-19,Yes
937,60,43,2024-10-02,No
938,44,43,2024-10-08,Yes
939,22,65,2024-11-26,Yes
940,90,71,2024-10-16,Yes
941,86,90,2024-11-04,Yes
942,14,45,2024-10-28,Yes
943,2,30,2024-09-07,No
944,69,37,2024-11-11,No
945,111,25,2024-11-11,Yes
946,43,89,2024-10-26,No
947,39,68,2024-10-23,Yes
948,69,37,2024-10-16,No
949,94,53,2024-09-30,No
950,18,38,2024-11-17,No
951,89,11,2024-10-08,No
952,73,25,2024-10-03,No
953,95,58,2024-11-14,Yes
954,2,92,2024-10-24,No
955,110,64,2024-11-27,Yes
956,99,11,2024-10-01,No
957,76,91,2024-09-08,Yes
958,32,96,2024-10-08,Yes
959,92,21,2024-10-29,Yes
960,58,67,2024-11-04,No
961,32,35,2024-10-19,No
962,65,59,2024-11-29,Yes
963,119,39,2024-10-27,No
964,75,23,2024-11-29,No
965,60,24,2024-11-16,Yes
966,117,74,2024-10-10,Yes
967,45,26,2024-10-08,Yes
968,16,81,2024-10-30,Yes
969,88,99,2024-10-03,No
970,32,60,2024-09-12,Yes
971,65,91,2024-10-08,Yes
972,57,23,2024-11-14,No
973,35,85,2024-11-28,No
974,17,62,2024-11-10,Yes
975,22,58,2024-11-23,No
976,105,58,2024-11-25,Yes
977,65,61,2024-10-07,Yes
978,48,55,2024-10-03,No
979,39,79,2024-11-02,No
980,67,64,2024-11-13,No
981,4,60,2024-10-03,No
982,20,30,2024-10-05,Yes
983,28,95,2024-10-22,Yes
984,1,91,2024-09-04,No
985,71,22,2024-11-04,No
986,62,48,2024-10-07,No
987,38,11,2024-11-06,No
988,114,97,2024-09-21,No
989,94,94,2024-10-28,Yes
990,51,36,2024-10-14,Yes
991,50,92,2024-09-13,No
992,71,26,2024-10-14,Yes
993,20,53,2024-10-01,Yes
994,87,93,2024-09-18,No
995,16,34,2024-10-29,Yes
996,21,89,2024-10-16,Yes
997,53,43,2024-11-14,No
998,58,48,2024-11-13,No
999,65,94,2024-11-25,Yes
1000,114,22,2024-11-09,Yes
1001,62,10,2024-09-26,No
1002,17,19,2024-11-29,No
1003,36,84,2024-10-10,No
1004,49,73,2024-11-03,Yes
1005,66,42,2024-09-06,Yes
1006,87,27,2024-09-25,No
1007,5,59,2024-10-22,Yes
1008,59,96,2024-10-08,No
1009,76,47,2024-10-04,No
1010,115,40,2024-09-27,Yes
1011,41,83,2024-09-14,No
1012,58,99,2024-10-24,No
1013,59,88,2024-10-18,Yes
1014,34,92,2024-10-09,Yes
1015,81,51,2024-11-01,No
1016,21,48,2024-11-19,Yes
1017,68,17,2024-10-25,Yes
1018,117,82,2024-11-05,Yes
1019,59,91,2024-10-27,No
1020,107,71,2024-11-04,No
1021,26,54,2024-10-28,Yes
1022,60,99,2024-09-11,No
1023,109,77,2024-09-20,No
1024,89,68,2024-11-03,Yes
1025,61,55,2024-11-30,Yes
1026,26,60,2024-10-25,No
1027,114,23,2024-10-02,No
1028,41,46,2024-10-26,No
1029,88,40,2024-09-22,No
1030,59,41,2024-09-30,No
1031,27,43,2024-10-03,No
1032,77,95,2024-09-20,No
1033,48,44,2024-09-10,No
1034,51,64,2024-10-27,No
1035,85,86,2024-11-25,No
1036,57,18,2024-10-28,Yes
1037,37,69,2024-10-17,Yes
1038,17,93,2024-11-27,No
1039,40,79,2024-10-03,No
1040,89,29,2024-09-06,No
1041,50,33,2024-10-11,Yes
1042,10,58,2024-09-21,No
1043,32,60,2024-10-04,No
1044,15,31,2024-10-25,Yes
1045,109,97,2024-10-28,Yes
1046,29,32,2024-09-05,No
1047,111,30,2024-11-12,Yes
1048,7,89,2024-10-21,Yes
1049,63,98,2024-09-17,No
1050,90,64,2024-09-24,No
1051,99,33,2024-11-30,Yes
1052,82,43,2024-10-23,No
1053,26,19,2024-10-23,Yes
1054,98,97,2024-10-21,Yes
1055,66,23,2024-10-28,Yes
1056,90,53,2024-10-27,Yes
1057,62,48,2024-09-19,Yes
1058,49,51,2024-11-16,No
1059,28,55,2024-11-03,Yes
1060,90,42,2024-11-21,Yes
1061,64,78,2024-10-05,No
1062,55,21,2024-10-25,Yes
1063,34,25,2024-11-08,Yes
1064,105,64,2024-10-08,Yes
1065,56,69,2024-09-05,Yes
1066,71,96,2024-10-29,No
1067,101,90,2024-09-09,No
1068,22,74,2024-10-08,No
1069,102,51,2024-09-28,Yes
1070,93,79,2024-09-14,Yes
1071,24,14,2024-11-26,Yes
1072,99,50,2024-09-07,No
1073,107,18,2024-10-27,No
1074,4,74,2024-11-01,No
1075,97,57,2024-09-16,Yes
1076,96,76,2024-11-05,No
1077,16,39,2024-11-29,No
1078,88,94,2024-11-30,No
1079,105,50,2024-09-28,No
1080,26,71,2024-10-28,Yes
1081,105,26,2024-09-09,Yes
1082,62,77,2024-10-02,Yes
1083,32,66,2024-11-20,Yes
1084,119,54,2024-11-04,No
1085,12,37,2024-10-03,Yes
1086,59,33,2024-09-29,No
1087,14,66,2024-10-12,Yes
1088,19,96,2024-09-06,Yes
1089,48,90,2024-11-16,No
1090,18,52,2024-09-27,Yes
1091,34,73,2024-09-27,No
1092,109,42,2024-10-16,No
1093,32,87,2024-10-25,Yes
1094,57,37,2024-09-22,Yes
1095,97,75,2024-09-21,Yes
1096,62,88,2024-10-22,Yes
1097,56,95,2024-09-08,Yes
1098,72,40,2024-09-23,No
1099,101,23,2024-09-16,No
1100,25,28,2024-10-01,Yes
1101,46,43,2024-09-14,No
1102,33,61,2024-09-06,Yes
1103,114,46,2024-10-14,No
1104,68,18,2024-09-23,Yes
1105,107,94,2024-10-17,No
1106,46,68,2024-11-11,No
1107,75,63,2024-10-16,No
1108,63,41,2024-10-06,No
1109,54,93,2024-10-28,Yes
1110,11,47,2024-10-05,Yes
1111,49,47,2024-11-04,Yes
1112,21,55,2024-09-14,No
1113,21,14,2024-09-15,Yes
1114,51,17,2024-09-13,Yes
1115,118,96,2024-11-03,No
1116,58,27,2024-10-19,No
1117,14,79,2024-10-19,No
1118,13,83,2024-09-18,Yes
1119,34,84,2024-10-24,Yes
1120,97,99,2024-10-04,No
1121,17,14,2024-11-07,Yes
1122,44,75,2024-11-26,No
1123,72,10,2024-10-15,Yes
1124,89,43,2024-11-16,No
1125,17,43,2024-10-09,Yes
1126,90,53,2024-11-01,No
1127,69,19,2024-11-13,No
1128,21,50,2024-10-02,Yes
1129,107,49,2024-09-13,Yes
1130,80,11,2024-10-19,Yes
1131,18,76,2024-11-11,Yes
1132,58,40,2024-10-29,Yes
1133,68,40,2024-09-07,No
1134,41,64,2024-10-07,No
1135,117,94,2024-10-19,No
1136,11,31,2024-11-10,Yes
1137,108,27,2024-09-25,Yes
1138,76,72,2024-09-14,Yes
1139,89,79,2024-10-21,Yes
1140,61,68,2024-11-02,Yes
1141,115,89,2024-09-08,Yes
1142,102,55,2024-11-17,Yes
1143,90,69,2024-11-29,Yes
1144,33,41,2024-11-07,Yes
1145,96,11,2024-11-10,Yes
1146,91,10,2024-11-04,Yes
1147,73,42,2024-11-27,Yes
1148,114,92,2024-10-29,No
1149,90,20,2024-10-16,No
1150,11,38,2024-09-17,Yes
1151,65,20,2024-10-06,No
1152,23,88,2024-11-30,Yes
1153,2,39,2024-09-09,Yes
1154,28,44,2024-11-04,Yes
1155,112,36,2024-10-07,No
1156,86,95,2024-09-04,Yes
1157,90,27,2024-10-10,Yes
1158,110,37,2024-10-05,Yes
1159,63,64,2024-10-03,No
1160,22,99,2024-09-21,No
1161,93,62,2024-10-22,Yes
1162,52,47,2024-11-25,Yes
1163,5,32,2024-10-03,No
1164,78,13,2024-10-04,Yes
1165,117,55,2024-10-13,Yes
1166,70,38,2024-09-19,No
1167,39,49,2024-09-04,Yes
1168,35,53,2024-10-31,Yes
1169,52,91,2024-09-13,No
1170,14,85,2024-11-30,No
1171,114,90,2024-09-15,Yes
1172,82,54,2024-11-29,No
1173,76,70,2024-09-08,Yes
1174,98,81,2024-11-17,Yes
1175,110,81,2024-11-16,Yes
1176,97,81,2024-11-06,No
1177,59,39,2024-11-01,Yes
1178,14,11,2024-09-07,Yes
1179,27,86,2024-10-14,No
1180,18,61,2024-10-09,No
1181,40,47,2024-11-03,No
1182,3,71,2024-11-23,Yes
1183,51,79,2024-10-16,Yes
1184,14,77,2024-11-15,No
1185,60,35,2024-10-31,Yes
1186,7,43,2024-11-26,No
1187,24,40,2024-10-20,No
1188,65,20,2024-10-15,No
1189,118,12,2024-10-19,Yes
1190,116,12,2024-11-12,No
1191,94,61,2024-09-25,Yes
1192,4,10,2024-09-10,Yes
1193,28,55,2024-10-23,No
1194,112,15,2024-09-06,No
1195,74,95,2024-10-12,Yes
1196,94,84,2024-09-22,No
1197,50,65,2024-10-07,Yes
1198,60,35,2024-09-03,No
1199,84,70,2024-11-30,No
1200,33,96,2024-10-20,Yes
1201,22,79,2024-10-22,No
1202,85,47,2024-10-20,Yes
1203,68,56,2024-10-17,Yes
1204,112,31,2024-11-27,Yes
1205,72,12,2024-09-05,No
1206,64,65,2024-10-17,Yes
1207,81,35,2024-10-06,Yes
1208,114,75,2024-09-22,No
1209,65,31,2024-09-21,Yes
1210,88,66,2024-11-09,Yes
1211,81,37,2024-09-28,Yes
1212,29,24,2024-11-25,No
1213,7,79,2024-11-26,Yes
1214,86,30,2024-09-04,Yes
1215,13,34,2024-09-28,Yes
1216,78,94,2024-10-18,No
1217,60,92,2024-11-11,No
1218,11,21,2024-09-14,No
1219,15,83,2024-09-07,No
1220,90,55,2024-10-31,No
1221,43,98,2024-10-25,No
1222,90,25,2024-09-12,No
1223,46,72,2024-11-19,No
1224,69,48,2024-10-25,No
1225,18,37,2024-10-19,No
1226,108,66,2024-09-06,No
1227,65,69,2024-09-24,Yes
1228,2,95,2024-11-13,Yes
1229,3,11,2024-09-12,No
1230,101,86,2024-09-11,No
1231,114,71,2024-11-06,Yes
1232,39,62,2024-09-20,Yes
1233,64,11,2024-10-03,Yes
1234,80,83,2024-10-04,Yes
1235,116,82,2024-10-09,No
1236,34,93,2024-09-08,No
1237,81,33,2024-09-03,No
1238,85,84,2024-09-04,No
1239,29,19,2024-11-18,No
1240,20,33,2024-11-22,Yes
1241,95,24,2024-09-24,No
1242,71,96,2024-11-13,No
1243,114,14,2024-11-15,Yes
1244,81,49,2024-11-26,No
1245,16,51,2024-11-21,Yes
1246,89,58,2024-10-17,No
1247,34,24,2024-10-08,No
1248,23,74,2024-10-31,Yes
1249,105,51,2024-10-29,No
1250,104,11,2024-09-09,No
1251,43,46,2024-12-01,Yes
1252,36,33,2024-09-11,Yes
1253,88,21,2024-09-07,No
1254,11,89,2024-10-01,No
1255,2,45,2024-09-18,Yes
1256,92,20,2024-09-14,No
1257,100,53,2024-09-12,Yes
1258,96,23,2024-11-09,No
1259,70,38,2024-09-15,No
1260,86,75,2024-09-05,No
1261,47,44,2024-11-14,Yes
1262,80,72,2024-09-26,No
1263,76,41,2024-10-02,Yes
1264,13,63,2024-10-05,No
1265,42,51,2024-09-22,Yes
1266,59,97,2024-11-14,Yes
1267,46,95,2024-09-17,Yes
1268,2,99,2024-09-03,Yes
1269,15,69,2024-10-07,Yes
1270,111,57,2024-10-20,Yes
1271,66,23,2024-10-14,No
1272,86,92,2024-09-30,Yes
1273,78,10,2024-11-30,No
1274,94,43,2024-09-05,Yes
1275,22,69,2024-11-24,No
1276,108,10,2024-11-14,No
1277,13,14,2024-11-12,Yes
1278,73,23,2024-10-06,No
1279,37,11,2024-11-12,Yes
1280,25,31,2024-11-25,No
1281,41,70,2024-11-17,Yes
1282,84,39,2024-10-24,No
1283,64,20,2024-10-05,Yes
1284,15,24,2024-11-14,Yes
1285,24,46,2024-09-04,Yes
1286,110,26,2024-10-27,Yes
1287,58,45,2024-11-30,No
1288,105,61,2024-09-04,No
1289,25,74,2024-09-24,Yes
1290,115,89,2024-10-08,Yes
1291,1,69,2024-09-26,Yes
1292,38,10,2024-11-23,Yes
1293,6,92,2024-10-03,No
1294,10,18,2024-11-30,Yes
1295,100,28,2024-09-07,No
1296,73,43,2024-09-26,Yes
1297,55,18,2024-11-01,Yes
1298,46,43,2024-09-04,Yes
1299,95,51,2024-10-29,Yes
1300,99,22,2024-11-29,Yes
1301,2,68,2024-11-05,No
1302,26,87,2024-09-18,No
1303,39,42,2024-11-13,No
1304,50,67,2024-10-26,No
1305,43,33,2024-10-10,Yes
1306,113,73,2024-10-25,No
1307,107,44,2024-11-23,No
1308,84,24,2024-11-06,No
1309,2,90,2024-09-10,No
1310,26,30,2024-10-22,No
1311,42,71,2024-09-05,Yes
1312,19,64,2024-11-19,Yes
1313,6,76,2024-09-23,Yes
1314,93,74,2024-11-12,No
1315,86,87,2024-10-17,Yes
1316,78,55,2024-09-03,No
1317,43,16,2024-11-12,Yes
1318,78,90,2024-10-07,Yes
1319,41,98,2024-11-16,No
1320,103,56,2024-11-03,Yes
1321,43,52,2024-09-08,Yes
1322,36,84,2024-09-06,No
1323,36,84,2024-10-09,No
1324,106,27,2024-10-12,Yes
1325,14,93,2024-09-07,No
1326,100,15,2024-11-25,No
1327,55,56,2024-09-29,No
1328,69,89,2024-11-18,Yes
1329,89,50,2024-10-22,Yes
1330,73,75,2024-09-29,No
1331,70,98,2024-12-01,No
1332,64,10,2024-09-11,No
1333,87,57,2024-11-24,No
1334,32,11,2024-10-12,No
1335,79,80,2024-09-17,Yes
1336,74,87,2024-11-26,No
1337,50,91,2024-11-14,Yes
1338,41,38,2024-10-22,Yes
1339,58,74,2024-09-24,Yes
1340,59,36,2024-11-27,No
1341,8,36,2024-09-13,No
1342,37,11,2024-09-27,No
1343,40,93,2024-11-14,No
1344,59,57,2024-10-26,Yes
1345,100,26,2024-11-29,No
1346,119,48,2024-10-21,Yes
1347,55,48,2024-09-08,Yes
1348,92,17,2024-11-04,No
1349,31,55,2024-10-19,No
1350,27,12,2024-11-17,No
1351,12,74,2024-10-29,Yes
1352,21,38,2024-09-24,No
1353,111,40,2024-10-03,Yes
1354,50,80,2024-09-06,Yes
1355,91,60,2024-10-30,No
1356,92,86,2024-10-12,No
1357,96,67,2024-10-17,Yes
1358,8,30,2024-09-22,No
1359,116,35,2024-10-03,Yes
1360,38,72,2024-10-11,No
1361,19,70,2024-11-10,Yes
1362,84,69,2024-11-17,No
1363,35,59,2024-10-13,No
1364,76,11,2024-10-12,No
1365,32,78,2024-09-21,Yes
1366,42,15,2024-09-13,Yes
1367,61,37,2024-12-01,No
1368,64,71,2024-11-03,Yes
1369,72,28,2024-10-29,No
1370,68,96,2024-10-10,Yes
1371,65,57,2024-11-29,No
1372,39,70,2024-10-15,Yes
1373,107,37,2024-11-12,No
1374,28,23,2024-09-28,No
1375,45,79,2024-11-25,Yes
1376,15,92,2024-09-17,No
1377,45,11,2024-11-12,No
1378,52,80,2024-09-04,No
1379,75,43,2024-10-20,Yes
1380,47,19,2024-10-06,No
1381,36,67,2024-09-10,No
1382,19,45,2024-10-18,Yes
1383,27,74,2024-09-21,Yes
1384,12,41,2024-11-25,Yes
1385,55,36,2024-10-16,Yes
1386,11,86,2024-12-01,Yes
1387,114,43,2024-10-03,Yes
1388,83,22,2024-09-19,Yes
1389,39,99,2024-09-11,Yes
1390,1,20,2024-09-20,Yes
1391,51,74,2024-10-08,Yes
1392,10,18,2024-10-23,Yes
1393,90,97,2024-11-29,No
1394,95,43,2024-11-21,No
1395,45,92,2024-10-20,Yes
1396,78,80,2024-10-18,No
1397,50,96,2024-11-24,Yes
1398,36,78,2024-10-24,Yes
1399,118,30,2024-10-20,Yes
1400,68,60,2024-10-30,No
1401,83,62,2024-11-03,Yes
1402,114,90,2024-09-23,No
1403,100,11,2024-11-14,Yes
1404,30,62,2024-10-17,Yes
1405,98,37,2024-11-24,Yes
1406,38,14,2024-11-28,No
1407,26,20,2024-10-18,Yes
1408,21,17,2024-11-17,Yes
1409,116,85,2024-10-10,No
1410,83,23,2024-09-26,No
1411,76,76,2024-09-29,No
1412,27,88,2024-10-02,No
1413,99,92,2024-09-15,No
1414,114,92,2024-10-07,No
1415,76,16,2024-11-10,Yes
1416,71,85,2024-09-20,Yes
1417,41,80,2024-11-10,No
1418,17,46,2024-10-19,No
1419,73,45,2024-10-08,Yes
1420,58,96,2024-10-20,No
1421,81,63,2024-11-12,No
1422,78,75,2024-11-11,Yes
1423,33,89,2024-09-08,Yes
1424,11,11,2024-11-23,No
1425,22,45,2024-11-23,No
1426,23,64,2024-09-21,Yes
1427,89,90,2024-09-14,Yes
1428,86,38,2024-09-14,No
1429,37,33,2024-11-10,Yes
1430,50,36,2024-10-19,Yes
1431,77,35,2024-10-08,Yes
1432,87,80,2024-10-28,No
1433,59,71,2024-09-13,Yes
1434,81,10,2024-11-05,Yes
1435,116,88,2024-11-02,No
1436,117,18,2024-09-14,Yes
1437,48,72,2024-10-02,Yes
1438,102,60,2024-11-27,No
1439,1,22,2024-11-20,Yes
1440,78,42,2024-10-28,Yes
1441,43,90,2024-10-13,Yes
1442,9,91,2024-11-27,No
1443,47,64,2024-11-29,Yes
1444,30,25,2024-11-04,No
1445,89,95,2024-11-10,Yes
1446,116,84,2024-11-01,Yes
1447,32,88,2024-09-20,No
1448,45,70,2024-11-05,Yes
1449,112,50,2024-11-25,Yes
1450,113,81,2024-11-11,Yes
1451,56,77,2024-10-27,Yes
1452,88,56,2024-10-06,Yes
1453,32,93,2024-09-16,No
1454,14,16,2024-11-16,No
1455,7,78,2024-11-17,No
1456,93,71,2024-10-22,No
1457,61,52,2024-09-17,Yes
1458,10,51,2024-10-31,No
1459,83,27,2024-10-12,No
1460,78,61,2024-11-13,Yes
1461,82,97,2024-10-18,Yes
1462,75,74,2024-09-17,No
1463,103,66,2024-10-03,No
1464,26,32,2024-11-28,Yes
1465,103,37,2024-11-19,No
1466,117,35,2024-11-01,No
1467,41,13,2024-09-22,No
1468,55,39,2024-09-17,No
1469,78,62,2024-09-14,Yes
1470,24,25,2024-09-05,Yes
1471,118,27,2024-10-15,Yes
1472,113,22,2024-09-21,No
1473,9,68,2024-12-01,No
1474,39,26,2024-10-01,No
1475,90,69,2024-09-18,No
1476,77,61,2024-11-08,No
1477,63,87,2024-10-24,Yes
1478,8,74,2024-09-27,No
1479,79,48,2024-10-04,Yes
1480,50,48,2024-09-07,Yes
1481,39,60,2024-11-15,No
1482,27,92,2024-09-29,Yes
1483,44,42,2024-09-09,No
1484,42,21,2024-10-18,No
1485,115,19,2024-11-30,Yes
1486,3,25,2024-10-12,No
1487,116,69,2024-09-25,No
1488,108,93,2024-12-01,Yes
1489,90,23,2024-09-13,Yes
1490,41,87,2024-11-19,Yes
1491,89,23,2024-09-17,Yes
1492,94,85,2024-10-24,Yes
1493,94,29,2024-11-21,No
1494,53,79,2024-10-04,Yes
1495,107,39,2024-09-29,Yes
1496,26,46,2024-12-01,No
1497,83,26,2024-09-30,No
1498,27,71,2024-09-07,No
1499,118,40,2024-11-16,Yes
1500,5,94,2024-10-10,Yes
1501,107,15,2024-10-11,No
1502,118,84,2024-11-29,Yes
1503,116,53,2024-11-23,Yes
1504,103,35,2024-11-06,No
1505,33,77,2024-11-21,Yes
1506,53,82,2024-10-12,No
1507,80,75,2024-10-18,No
1508,25,66,2024-11-03,Yes
1509,42,35,2024-11-10,Yes
1510,51,36,2024-11-04,No
1511,48,82,2024-10-14,No
1512,47,52,2024-10-02,Yes
1513,48,36,2024-10-23,No
1514,102,14,2024-11-17,Yes
1515,67,63,2024-09-26,Yes
1516,87,52,2024-09-08,No
1517,49,18,2024-09-05,Yes
1518,77,15,2024-09-30,No
1519,22,37,2024-10-02,Yes
1520,116,16,2024-09-25,Yes
1521,66,92,2024-10-16,Yes
1522,46,58,2024-10-24,Yes
1523,38,36,2024-10-14,No
1524,80,25,2024-11-12,No
1525,97,27,2024-09-22,Yes
1526,52,10,2024-10-22,Yes
1527,65,53,2024-10-07,Yes
1528,8,82,2024-11-04,No
1529,83,86,2024-11-22,Yes
1530,64,27,2024-09-17,No
1531,13,25,2024-09-24,No
1532,50,29,2024-11-04,No
1533,112,41,2024-09-20,Yes
1534,28,43,2024-11-29,No
1535,8,43,2024-11-25,Yes
1536,48,10,2024-11-12,Yes
1537,45,10,2024-09-28,Yes
1538,86,22,2024-09-12,Yes
1539,87,69,2024-11-10,No
1540,11,37,2024-10-02,Yes
1541,11,17,2024-11-03,No
1542,110,76,2024-10-28,Yes
1543,40,12,2024-09-05,Yes
1544,109,11,2024-10-04,Yes
1545,110,42,2024-10-02,No
1546,85,68,2024-11-17,Yes
1547,33,68,2024-11-24,Yes
1548,16,54,2024-10-27,Yes
1549,40,56,2024-10-24,Yes
1550,5,92,2024-10-27,No
1551,31,80,2024-11-08,No
1552,78,43,2024-11-07,No
1553,64,90,2024-09-08,No
1554,46,16,2024-09-26,No
1555,70,69,2024-09-23,Yes
1556,28,58,2024-10-19,No
1557,18,56,2024-09-19,No
1558,22,56,2024-09-22,Yes
1559,70,37,2024-10-18,Yes
1560,76,66,2024-10-01,No
1561,103,33,2024-11-02,No
1562,51,27,2024-10-04,Yes
1563,4,30,2024-09-13,No
1564,79,14,2024-09-13,No
1565,24,25,2024-09-04,No
1566,109,86,2024-09-03,Yes
1567,16,42,2024-11-10,Yes
1568,109,62,2024-09-08,Yes
1569,42,55,2024-09-18,Yes
1570,67,86,2024-09-18,No
1571,111,78,2024-10-15,No
1572,24,59,2024-10-16,No
1573,60,63,2024-10-02,No
1574,51,37,2024-11-07,No
1575,56,18,2024-09-11,No
1576,80,70,2024-11-12,Yes
1577,82,36,2024-10-10,No
1578,30,58,2024-11-17,No
1579,108,27,2024-11-18,Yes
1580,1,88,2024-09-19,No
1581,76,93,2024-09-30,No
1582,3,75,2024-09-27,No
1583,107,19,2024-11-09,No
1584,104,87,2024-10-03,Yes
1585,6,25,2024-11-28,Yes
1586,60,29,2024-11-17,Yes
1587,110,49,2024-10-14,No
1588,29,17,2024-10-19,Yes
1589,100,64,2024-11-17,No
1590,50,26,2024-11-03,Yes
1591,60,59,2024-10-10,No
1592,3,38,2024-11-25,Yes
1593,117,35,2024-09-11,No
1594,117,42,2024-11-10,No
1595,93,60,2024-09-04,No
1596,1,12,2024-11-28,Yes
1597,75,80,2024-10-05,Yes
1598,103,21,2024-09-24,Yes
1599,109,29,2024-11-20,No
1600,77,71,2024-10-04,Yes
1601,35,83,2024-09-07,No
1602,63,52,2024-10-22,Yes
1603,119,57,2024-11-09,Yes
1604,41,37,2024-10-05,No
1605,64,56,2024-09-25,Yes
1606,85,60,2024-11-05,No
1607,30,26,2024-09-27,No
1608,85,47,2024-10-23,Yes
1609,43,88,2024-10-27,No
1610,11,65,2024-11-13,No
1611,60,81,2024-11-24,No
1612,65,62,2024-11-06,No
1613,74,28,2024-09-14,No
1614,119,29,2024-09-23,Yes
1615,2,92,2024-11-16,No
1616,32,93,2024-10-19,Yes
1617,58,25,2024-10-16,Yes
1618,82,49,2024-10-02,Yes
1619,81,82,2024-11-08,No
1620,110,31,2024-11-26,Yes
1621,40,24,2024-09-14,No
1622,51,65,2024-09-26,Yes
1623,99,77,2024-11-05,No
1624,96,66,2024-10-01,Yes
1625,114,54,2024-09-25,Yes
1626,71,23,2024-11-25,Yes
1627,57,34,2024-09-03,Yes
1628,36,51,2024-11-25,No
1629,100,47,2024-09-27,No
1630,102,46,2024-10-20,No
1631,116,82,2024-10-07,Yes
1632,7,68,2024-10-09,Yes
1633,102,91,2024-10-15,No
1634,48,37,2024-10-21,Yes
1635,96,38,2024-09-28,Yes
1636,57,39,2024-11-14,Yes
1637,5,47,2024-11-13,Yes
1638,84,91,2024-10-18,No
1639,19,40,2024-11-12,No
1640,90,55,2024-11-02,Yes
1641,93,78,2024-11-25,No
1642,88,91,2024-09-07,No
1643,106,65,2024-11-09,No
1644,51,68,2024-11-17,Yes
1645,42,16,2024-10-28,Yes
1646,6,72,2024-09-19,No
1647,49,95,2024-11-08,No
1648,30,15,2024-09-26,Yes
1649,64,67,2024-10-14,No
1650,57,69,2024-10-18,Yes
1651,107,55,2024-11-16,Yes
1652,28,21,2024-10-09,No
1653,119,90,2024-11-04,No
1654,116,60,2024-09-03,No
1655,50,90,2024-09-21,No
1656,11,17,2024-10-09,Yes
1657,19,46,2024-09-03,Yes
1658,7,19,2024-09-22,No
1659,17,70,2024-10-27,Yes
1660,12,63,2024-10-06,No
1661,20,47,2024-10-11,No
1662,71,23,2024-11-01,No
1663,61,44,2024-11-02,Yes
1664,57,93,2024-10-24,No
1665,36,66,2024-11-09,Yes
1666,7,17,2024-10-11,Yes
1667,84,64,2024-11-16,No
1668,110,75,2024-09-03,Yes
1669,114,88,2024-11-11,Yes
1670,28,15,2024-11-19,Yes
1671,50,25,2024-09-03,No
1672,55,88,2024-09-20,No
1673,68,85,2024-09-23,Yes
1674,38,90,2024-10-03,Yes
1675,118,32,2024-11-10,Yes
1676,98,19,2024-11-12,No
1677,9,63,2024-09-05,Yes
1678,106,47,2024-09-04,Yes
1679,36,53,2024-10-21,No
1680,96,31,2024-10-03,Yes
1681,63,24,2024-09-10,Yes
1682,97,69,2024-10-24,No
1683,43,40,2024-11-24,Yes
1684,36,12,2024-11-20,No
1685,28,75,2024-10-02,No
1686,61,82,2024-11-04,No
1687,109,54,2024-10-20,No
1688,81,34,2024-11-16,No
1689,80,41,2024-11-02,Yes
1690,112,34,2024-10-16,Yes
1691,104,12,2024-10-09,Yes
1692,95,71,2024-09-23,No
1693,6,77,2024-10-18,No
1694,43,28,2024-10-06,No
