user_id,amount,payment_status,payment_method,failure_reason,plan_name,billing_cycle,plan_price,start_date,renewal_date,subscription_status,country,company_size,user_status,event_type,resolution_status,login_count,feature_usage_score,last_active_date,premium_feature_used
3627,999,Success,UPI,Gateway Error,Pro,Monthly,1999,2022-04-30,2022-05-30,Active,Australia,Enterprise,Active,,,5,75,2024-10-31,No
217,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2024-02-15,2024-03-16,Active,India,Mid,Active,,,40,61,2024-09-22,Yes
3043,1999,Success,UPI,Timeout,Basic,Monthly,999,2022-08-04,2023-08-04,Active,India,Mid,Active,,,51,28,2024-09-11,Yes
2662,1999,Failed,Wallet,Gateway Error,Pro,Monthly,1999,2022-12-30,2023-12-30,Active,USA,Enterprise,Inactive,Complaint,Open,67,95,2024-10-26,Yes
330,1999,Success,UPI,Gateway Error,Basic,Monthly,999,2022-09-15,2022-10-15,Active,Australia,Enterprise,Active,,,92,62,2024-09-27,No
936,999,Failed,Wallet,Timeout,Basic,Monthly,999,2023-06-09,2023-07-09,Active,USA,Mid,Active,Refund,Closed,88,10,2024-09-19,Yes
1465,3999,Success,Card,Timeout,Premium,Monthly,3999,2022-07-18,2023-07-18,Active,USA,Enterprise,Active,,,103,37,2024-11-19,No
423,999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-04-24,2024-04-23,Active,USA,Enterprise,Active,,,109,56,2024-10-20,Yes
2654,999,Pending,Card,Insufficient Funds,Basic,Monthly,999,2024-01-14,2024-02-13,Expired,India,Mid,Active,Refund,Open,78,57,2024-11-11,Yes
2654,999,Pending,Card,Insufficient Funds,Basic,Monthly,999,2024-01-14,2024-02-13,Expired,India,Mid,Active,Refund,Closed,78,57,2024-11-11,Yes
3346,999,Success,UPI,,Pro,Monthly,1999,2023-07-17,2024-07-16,Cancelled,Australia,Enterprise,Active,,,45,15,2024-09-12,No
1182,1999,Success,UPI,Gateway Error,Premium,Monthly,3999,2023-11-27,2024-11-26,Active,USA,Mid,Active,,,3,71,2024-11-23,Yes
1691,999,Success,UPI,Timeout,Pro,Annual,1999,2022-10-23,2022-11-22,Active,Australia,Mid,Active,,,104,12,2024-10-09,Yes
4796,1999,Pending,Wallet,,Pro,Annual,1999,2023-11-09,2024-11-08,Active,Germany,SMB,Active,,,32,38,2024-11-13,Yes
3505,999,Success,Wallet,Insufficient Funds,Basic,Monthly,999,2023-09-06,2024-09-05,Active,USA,SMB,Active,,,93,26,2024-10-17,Yes
4209,1999,Success,Card,,Basic,Monthly,999,2022-06-08,2022-07-08,Active,UK,SMB,Inactive,,,47,83,2024-11-12,Yes
4638,3999,Success,Wallet,Timeout,Basic,Monthly,999,2023-11-25,2023-12-25,Active,India,Mid,Inactive,,,36,92,2024-10-31,Yes
941,1999,Failed,Card,Insufficient Funds,Premium,Monthly,3999,2022-04-02,2022-05-02,Active,India,Mid,Inactive,,,86,90,2024-11-04,Yes
1781,1999,Success,UPI,Timeout,Premium,Monthly,3999,2023-09-06,2024-09-05,Active,UK,Enterprise,Active,,,90,63,2024-10-23,Yes
3510,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-06-07,2024-06-06,Active,UK,SMB,Inactive,Refund,Closed,23,29,2024-09-07,Yes
3472,999,Success,Card,Gateway Error,Basic,Monthly,999,2023-06-01,2023-07-01,Cancelled,Australia,SMB,Inactive,Refund,Closed,82,85,2024-10-03,Yes
2001,1999,Success,Wallet,Timeout,Premium,Monthly,3999,2022-05-09,2023-05-09,Active,UK,Enterprise,Active,Downgrade,Closed,51,46,2024-10-18,Yes
18,1999,Success,Wallet,Timeout,Pro,Monthly,1999,2023-05-20,2024-05-19,Active,India,Enterprise,Active,,,83,57,2024-11-06,No
159,1999,Success,UPI,Gateway Error,Basic,Monthly,999,2022-11-21,2022-12-21,Active,UK,SMB,Inactive,,,58,39,2024-09-23,No
1034,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-11-26,2023-12-26,Active,Germany,SMB,Active,Refund,Closed,51,64,2024-10-27,No
4969,1999,Success,UPI,,Premium,Monthly,3999,2022-08-15,2022-09-14,Expired,India,SMB,Active,,,11,94,2024-09-20,Yes
565,1999,Success,Card,Gateway Error,Basic,Annual,999,2023-06-17,2023-07-17,Active,USA,Enterprise,Active,,,97,47,2024-11-03,No
699,3999,Success,UPI,Insufficient Funds,Basic,Monthly,999,2022-11-05,2023-11-05,Active,Germany,Mid,Active,,,93,89,2024-11-24,No
3127,999,Failed,Wallet,Timeout,Basic,Monthly,999,2023-11-05,2023-12-05,Cancelled,Australia,SMB,Active,,,80,34,2024-10-04,No
1769,3999,Pending,Card,Gateway Error,Premium,Monthly,3999,2022-08-23,2023-08-23,Active,Germany,Enterprise,Active,Complaint,Closed,69,90,2024-10-27,Yes
3228,999,Pending,UPI,Timeout,Premium,Monthly,3999,2022-09-15,2023-09-15,Active,Germany,Mid,Active,,,28,36,2024-11-15,Yes
890,3999,Pending,Card,,Premium,Monthly,3999,2022-04-05,2023-04-05,Cancelled,UK,Mid,Active,,,6,96,2024-10-12,Yes
391,1999,Pending,Card,Insufficient Funds,Basic,Monthly,999,2022-05-13,2022-06-12,Expired,Australia,SMB,Active,,,72,22,2024-09-07,No
2810,3999,Failed,Card,Gateway Error,Basic,Monthly,999,2024-02-16,2024-03-17,Active,USA,Enterprise,Active,,,89,34,2024-09-04,No
2173,999,Success,Card,Gateway Error,Premium,Monthly,3999,2023-11-28,2023-12-28,Active,India,SMB,Active,Refund,Open,7,28,2024-11-07,No
3700,999,Success,Card,,Basic,Monthly,999,2022-10-10,2022-11-09,Active,India,Mid,Active,,,88,13,2024-10-27,No
2267,999,Success,UPI,,Pro,Monthly,1999,2023-10-27,2023-11-26,Active,Germany,Mid,Active,,,52,14,2024-09-13,No
4377,1999,Success,UPI,Timeout,Basic,Monthly,999,2022-03-05,2023-03-05,Active,USA,Enterprise,Active,Downgrade,Closed,58,39,2024-10-26,No
2488,3999,Success,UPI,Gateway Error,Basic,Annual,999,2022-01-26,2022-02-25,Cancelled,India,Mid,Inactive,,,39,99,2024-09-15,No
3112,1999,Success,Card,Gateway Error,Basic,Monthly,999,2023-08-16,2023-09-15,Active,Australia,Enterprise,Active,Complaint,Closed,8,89,2024-10-03,Yes
3112,1999,Success,Card,Gateway Error,Basic,Monthly,999,2023-08-16,2023-09-15,Active,Australia,Enterprise,Active,Refund,Closed,8,89,2024-10-03,Yes
3112,1999,Success,Card,Gateway Error,Basic,Monthly,999,2023-08-16,2023-09-15,Active,Australia,Enterprise,Active,Refund,Closed,8,89,2024-10-03,Yes
2519,1999,Success,UPI,Timeout,Premium,Monthly,3999,2022-09-13,2022-10-13,Active,USA,SMB,Active,Complaint,Open,81,77,2024-09-24,Yes
2519,1999,Success,UPI,Timeout,Premium,Monthly,3999,2022-09-13,2022-10-13,Active,USA,SMB,Active,Downgrade,Closed,81,77,2024-09-24,Yes
1400,999,Failed,Wallet,Timeout,Basic,Annual,999,2022-08-04,2022-09-03,Active,Australia,Mid,Active,,,68,60,2024-10-30,No
1215,999,Success,Wallet,,Pro,Annual,1999,2023-12-12,2024-01-11,Cancelled,Germany,Mid,Active,,,13,34,2024-09-28,Yes
2482,3999,Success,Card,,Premium,Monthly,3999,2023-11-26,2023-12-26,Cancelled,USA,Mid,Active,,,77,16,2024-10-20,Yes
2059,999,Success,UPI,Insufficient Funds,Basic,Annual,999,2022-03-20,2022-04-19,Active,UK,SMB,Active,,,23,68,2024-10-15,No
415,999,Failed,Wallet,,Pro,Monthly,1999,2022-02-21,2022-03-23,Active,USA,SMB,Active,,,37,29,2024-10-14,Yes
3920,1999,Success,Card,Gateway Error,Premium,Monthly,3999,2024-01-24,2025-01-23,Active,UK,SMB,Active,,,36,70,2024-11-12,Yes
4664,3999,Success,UPI,,Pro,Monthly,1999,2023-05-05,2024-05-04,Active,India,Mid,Active,,,99,98,2024-11-28,Yes
2910,999,Success,UPI,Insufficient Funds,Pro,Monthly,1999,2023-12-21,2024-01-20,Active,Germany,Mid,Active,,,4,88,2024-11-09,No
2403,999,Success,UPI,Gateway Error,Pro,Monthly,1999,2022-02-15,2022-03-17,Cancelled,Australia,Enterprise,Active,Refund,Open,105,11,2024-11-24,Yes
1580,1999,Success,UPI,,Pro,Monthly,1999,2024-02-27,2025-02-26,Active,UK,Mid,Active,,,1,88,2024-09-19,No
1745,999,Success,UPI,,Basic,Annual,999,2023-09-16,2024-09-15,Active,Australia,Enterprise,Inactive,Downgrade,Closed,14,62,2024-10-30,No
261,999,Success,Wallet,Gateway Error,Basic,Monthly,999,2023-12-05,2024-12-04,Active,Germany,Enterprise,Active,,,116,76,2024-11-26,Yes
4676,3999,Success,Card,Insufficient Funds,Basic,Monthly,999,2023-04-24,2024-04-23,Active,USA,Enterprise,Inactive,,,64,63,2024-09-15,No
970,1999,Success,UPI,,Pro,Annual,1999,2023-04-01,2023-05-01,Active,Germany,Enterprise,Active,,,32,60,2024-09-12,Yes
95,1999,Success,Wallet,,Pro,Monthly,1999,2022-02-23,2022-03-25,Cancelled,Australia,SMB,Active,,,18,20,2024-10-11,No
3793,999,Success,Wallet,Timeout,Basic,Monthly,999,2023-11-20,2023-12-20,Active,Australia,Mid,Active,Downgrade,Closed,65,94,2024-11-28,Yes
4082,1999,Success,UPI,Gateway Error,Pro,Monthly,1999,2023-04-14,2024-04-13,Active,UK,Mid,Active,,,68,40,2024-10-18,No
4422,1999,Success,Card,Gateway Error,Basic,Monthly,999,2022-07-14,2023-07-14,Active,Australia,Mid,Inactive,,,71,98,2024-10-23,No
875,3999,Success,UPI,Gateway Error,Basic,Monthly,999,2024-02-22,2025-02-21,Active,UK,Mid,Active,Refund,Closed,1,32,2024-10-22,Yes
3508,1999,Failed,UPI,,Pro,Monthly,1999,2022-04-06,2022-05-06,Expired,Germany,Enterprise,Active,,,108,31,2024-10-13,No
2719,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2022-07-08,2022-08-07,Cancelled,Germany,Enterprise,Active,,,22,98,2024-09-05,No
4190,3999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2023-03-20,2023-04-19,Active,UK,Mid,Active,,,86,26,2024-11-18,Yes
336,999,Success,UPI,,Premium,Annual,3999,2022-09-02,2022-10-02,Expired,Australia,Mid,Active,,,92,48,2024-10-30,Yes
1525,1999,Success,UPI,,Basic,Monthly,999,2022-08-04,2023-08-04,Active,India,Mid,Active,,,97,27,2024-09-22,Yes
164,999,Success,UPI,Insufficient Funds,Pro,Monthly,1999,2022-12-15,2023-01-14,Cancelled,Germany,Mid,Active,Complaint,Closed,105,90,2024-10-14,Yes
2942,1999,Success,UPI,Timeout,Basic,Monthly,999,2022-04-26,2022-05-26,Active,Germany,SMB,Active,,,41,59,2024-11-10,Yes
4464,1999,Success,Wallet,Timeout,Premium,Monthly,3999,2023-01-03,2023-02-02,Cancelled,Germany,Enterprise,Inactive,Refund,Open,38,22,2024-10-07,Yes
319,1999,Success,Wallet,Timeout,Pro,Monthly,1999,2023-03-20,2024-03-19,Active,Germany,Mid,Active,,,56,37,2024-11-25,No
1279,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-01-29,2024-01-29,Expired,Germany,SMB,Active,Complaint,Closed,37,11,2024-11-12,Yes
1279,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-01-29,2024-01-29,Expired,Germany,SMB,Active,Downgrade,Closed,37,11,2024-11-12,Yes
1855,1999,Success,Wallet,Gateway Error,Pro,Annual,1999,2023-04-14,2023-05-14,Active,USA,SMB,Active,,,21,23,2024-11-10,No
1809,1999,Success,UPI,Gateway Error,Basic,Monthly,999,2024-02-11,2025-02-10,Active,UK,Mid,Active,,,55,82,2024-09-03,Yes
2944,3999,Success,Wallet,Gateway Error,Pro,Annual,1999,2022-12-09,2023-01-08,Active,Germany,SMB,Active,,,50,63,2024-11-19,Yes
1444,999,Failed,Card,,Basic,Monthly,999,2023-08-24,2023-09-23,Active,Australia,SMB,Active,,,30,25,2024-11-04,No
3766,999,Success,UPI,Gateway Error,Premium,Monthly,3999,2023-10-19,2024-10-18,Active,India,Mid,Active,,,27,85,2024-10-02,No
187,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-08-24,2023-09-23,Active,India,Mid,Active,,,60,93,2024-09-24,No
428,1999,Failed,Card,Insufficient Funds,Basic,Monthly,999,2024-02-20,2024-03-21,Active,Australia,Mid,Active,,,98,37,2024-11-05,No
1148,999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2023-02-19,2023-03-21,Expired,Australia,SMB,Active,,,114,92,2024-10-29,No
4121,3999,Success,UPI,,Basic,Annual,999,2022-12-26,2023-12-26,Active,UK,Enterprise,Active,,,95,57,2024-09-04,No
1827,3999,Success,Card,Timeout,Pro,Monthly,1999,2023-03-11,2023-04-10,Active,Germany,Enterprise,Active,,,81,32,2024-10-23,No
4573,1999,Success,Wallet,,Pro,Monthly,1999,2022-08-09,2023-08-09,Active,India,Enterprise,Active,Complaint,Closed,113,36,2024-10-28,Yes
4573,1999,Success,Wallet,,Pro,Monthly,1999,2022-08-09,2023-08-09,Active,India,Enterprise,Active,Complaint,Closed,113,36,2024-10-28,Yes
3759,999,Success,UPI,,Basic,Monthly,999,2022-05-29,2023-05-29,Active,UK,SMB,Active,Complaint,Closed,111,93,2024-09-21,No
1681,3999,Success,Card,Insufficient Funds,Premium,Monthly,3999,2022-08-15,2023-08-15,Active,Australia,Mid,Active,Complaint,Closed,63,24,2024-09-10,Yes
3808,1999,Success,UPI,Timeout,Basic,Monthly,999,2024-03-10,2024-04-09,Active,India,Enterprise,Active,,,118,26,2024-11-30,No
122,3999,Success,UPI,Timeout,Premium,Monthly,3999,2022-12-01,2023-12-01,Active,Australia,SMB,Active,Refund,Closed,105,35,2024-10-14,Yes
3295,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2023-05-05,2023-06-04,Active,USA,SMB,Active,,,54,99,2024-09-21,Yes
983,3999,Success,UPI,Gateway Error,Basic,Annual,999,2023-07-17,2023-08-16,Expired,Australia,Enterprise,Active,,,28,95,2024-10-22,Yes
1254,999,Success,Card,Insufficient Funds,Basic,Monthly,999,2024-01-07,2025-01-06,Active,Germany,SMB,Active,,,11,89,2024-10-01,No
17,999,Success,UPI,Insufficient Funds,Basic,Monthly,999,2023-05-07,2024-05-06,Expired,Australia,Enterprise,Active,Complaint,Closed,103,34,2024-10-19,Yes
17,999,Success,UPI,Insufficient Funds,Basic,Monthly,999,2023-05-07,2024-05-06,Expired,Australia,Enterprise,Active,Refund,Closed,103,34,2024-10-19,Yes
4098,999,Success,Wallet,Insufficient Funds,Basic,Monthly,999,2022-12-25,2023-12-25,Expired,India,Enterprise,Active,,,9,32,2024-09-04,No
267,999,Success,UPI,Timeout,Pro,Monthly,1999,2023-09-10,2024-09-09,Cancelled,USA,Enterprise,Inactive,,,7,46,2024-09-09,Yes
4019,1999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2022-08-29,2023-08-29,Active,Australia,Mid,Active,,,96,35,2024-11-10,No
1873,3999,Success,Wallet,Gateway Error,Basic,Annual,999,2022-04-26,2023-04-26,Cancelled,Germany,Mid,Active,Refund,Closed,15,93,2024-10-30,Yes
1873,3999,Success,Wallet,Gateway Error,Basic,Annual,999,2022-04-26,2023-04-26,Cancelled,Germany,Mid,Active,Refund,Closed,15,93,2024-10-30,Yes
251,3999,Success,Wallet,,Basic,Monthly,999,2023-05-04,2024-05-03,Cancelled,USA,Enterprise,Active,,,94,10,2024-10-05,Yes
4373,3999,Failed,UPI,Insufficient Funds,Pro,Monthly,1999,2022-12-31,2023-12-31,Active,USA,SMB,Active,,,37,51,2024-10-27,Yes
3607,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2022-10-06,2022-11-05,Active,Germany,SMB,Active,Downgrade,Closed,81,36,2024-11-07,No
1850,999,Success,Wallet,,Pro,Monthly,1999,2022-05-03,2023-05-03,Active,Germany,Enterprise,Active,,,53,47,2024-09-27,Yes
1721,999,Success,UPI,Insufficient Funds,Basic,Annual,999,2024-03-01,2024-03-31,Active,USA,Enterprise,Active,,,43,23,2024-09-08,Yes
2272,3999,Success,Wallet,Insufficient Funds,Basic,Monthly,999,2022-12-25,2023-12-25,Expired,India,Enterprise,Active,,,112,48,2024-10-13,No
3623,999,Success,UPI,,Premium,Monthly,3999,2022-06-21,2023-06-21,Active,UK,Mid,Active,Refund,Open,34,28,2024-11-27,No
941,999,Success,UPI,,Pro,Monthly,1999,2023-03-07,2024-03-06,Cancelled,Germany,Enterprise,Active,,,86,90,2024-11-04,Yes
3485,999,Success,Card,,Premium,Monthly,3999,2023-04-24,2024-04-23,Active,UK,Mid,Inactive,,,91,83,2024-11-22,Yes
473,999,Success,Wallet,Timeout,Pro,Annual,1999,2024-01-05,2025-01-04,Cancelled,Germany,Enterprise,Active,,,56,52,2024-11-02,Yes
514,3999,Pending,Card,Gateway Error,Premium,Monthly,3999,2023-06-06,2023-07-06,Active,Germany,Mid,Active,,,115,92,2024-09-18,Yes
2213,1999,Pending,UPI,Insufficient Funds,Premium,Monthly,3999,2022-01-11,2022-02-10,Active,Germany,Mid,Active,,,89,45,2024-11-10,Yes
300,3999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-07-15,2024-07-14,Active,Germany,Enterprise,Active,,,109,66,2024-10-04,No
2502,1999,Success,Card,Timeout,Pro,Monthly,1999,2023-09-12,2024-09-11,Active,Germany,SMB,Active,,,114,12,2024-10-14,Yes
2687,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2023-09-15,2023-10-15,Expired,India,SMB,Active,,,59,85,2024-09-18,No
3903,1999,Success,Card,,Basic,Annual,999,2023-11-23,2023-12-23,Active,USA,Mid,Active,Refund,Closed,115,68,2024-09-19,Yes
3962,999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-11-23,2023-12-23,Active,USA,SMB,Active,Downgrade,Closed,48,59,2024-09-08,Yes
2529,999,Success,Wallet,,Basic,Monthly,999,2023-08-30,2024-08-29,Cancelled,Germany,SMB,Active,,,82,40,2024-09-14,No
2123,3999,Pending,UPI,Insufficient Funds,Pro,Monthly,1999,2023-05-02,2024-05-01,Cancelled,Australia,SMB,Active,Refund,Closed,18,65,2024-11-22,No
2357,1999,Success,UPI,,Basic,Monthly,999,2023-07-20,2024-07-19,Active,Germany,Enterprise,Active,Complaint,Closed,109,94,2024-09-14,Yes
2357,1999,Success,UPI,,Basic,Monthly,999,2023-07-20,2024-07-19,Active,Germany,Enterprise,Active,Downgrade,Open,109,94,2024-09-14,Yes
4172,1999,Success,UPI,,Basic,Monthly,999,2023-01-17,2024-01-17,Active,Germany,SMB,Active,,,32,56,2024-11-17,No
4056,3999,Success,Card,Timeout,Basic,Annual,999,2023-02-24,2023-03-26,Active,UK,Enterprise,Active,,,59,73,2024-11-08,No
2435,999,Success,Wallet,,Basic,Annual,999,2023-04-24,2023-05-24,Active,India,SMB,Active,,,51,30,2024-10-13,Yes
3347,999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2024-02-15,2025-02-14,Expired,USA,SMB,Active,Downgrade,Closed,89,86,2024-09-10,No
3005,1999,Failed,UPI,Gateway Error,Premium,Monthly,3999,2023-05-10,2024-05-09,Active,Germany,SMB,Inactive,,,92,67,2024-11-12,Yes
2795,1999,Success,Wallet,Insufficient Funds,Premium,Annual,3999,2023-12-09,2024-12-08,Active,Australia,Mid,Active,,,48,25,2024-10-02,Yes
3783,1999,Success,UPI,Timeout,Premium,Annual,3999,2022-02-14,2022-03-16,Active,Germany,SMB,Active,Downgrade,Closed,72,47,2024-09-11,No
4556,999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-03-03,2023-04-02,Active,UK,SMB,Active,,,102,43,2024-11-14,No
1565,3999,Success,UPI,Gateway Error,Pro,Monthly,1999,2023-08-07,2023-09-06,Active,India,SMB,Inactive,,,24,25,2024-09-04,No
1864,1999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2022-04-01,2023-04-01,Active,USA,SMB,Active,,,95,64,2024-11-06,No
1599,1999,Success,Wallet,Gateway Error,Pro,Annual,1999,2022-02-14,2023-02-14,Active,UK,Enterprise,Active,Complaint,Closed,109,29,2024-11-20,No
4757,3999,Pending,Card,Timeout,Basic,Monthly,999,2022-01-08,2022-02-07,Active,Australia,SMB,Active,,,69,83,2024-11-29,Yes
2317,999,Success,Wallet,,Basic,Monthly,999,2022-09-05,2023-09-05,Cancelled,Australia,Enterprise,Active,Refund,Open,115,94,2024-09-27,Yes
3569,1999,Success,Wallet,,Pro,Monthly,1999,2023-01-26,2024-01-26,Active,Australia,SMB,Active,Complaint,Closed,55,68,2024-10-04,No
1220,999,Success,Wallet,Gateway Error,Basic,Monthly,999,2022-06-29,2023-06-29,Active,India,Mid,Active,,,90,55,2024-10-31,No
1880,1999,Pending,Card,,Pro,Monthly,1999,2023-01-03,2023-02-02,Expired,UK,SMB,Active,Downgrade,Open,11,72,2024-09-19,No
3177,3999,Success,Card,,Pro,Annual,1999,2022-10-03,2023-10-03,Active,India,Mid,Active,,,109,42,2024-11-27,Yes
1801,3999,Success,Card,,Pro,Monthly,1999,2022-08-29,2023-08-29,Active,Australia,Mid,Active,,,100,27,2024-09-07,No
1099,1999,Success,Wallet,Gateway Error,Premium,Annual,3999,2023-08-13,2023-09-12,Active,Australia,Mid,Inactive,Complaint,Closed,101,23,2024-09-16,No
1099,1999,Success,Wallet,Gateway Error,Premium,Annual,3999,2023-08-13,2023-09-12,Active,Australia,Mid,Inactive,Downgrade,Open,101,23,2024-09-16,No
1121,3999,Success,Card,,Basic,Monthly,999,2023-01-25,2023-02-24,Active,India,SMB,Active,,,17,14,2024-11-07,Yes
3723,3999,Success,UPI,Gateway Error,Basic,Monthly,999,2023-06-25,2024-06-24,Active,Germany,Enterprise,Active,,,56,46,2024-10-25,No
4124,1999,Success,Wallet,,Pro,Annual,1999,2023-08-12,2023-09-11,Cancelled,USA,SMB,Active,,,22,90,2024-11-05,Yes
3174,1999,Success,UPI,,Pro,Monthly,1999,2022-10-05,2023-10-05,Active,India,Enterprise,Active,,,90,35,2024-11-28,No
2910,999,Success,Card,,Pro,Annual,1999,2023-04-09,2023-05-09,Expired,Australia,Enterprise,Active,,,4,88,2024-11-09,No
4215,999,Failed,Card,,Basic,Monthly,999,2022-04-10,2023-04-10,Cancelled,Australia,SMB,Inactive,,,91,30,2024-11-21,No
1608,999,Pending,Card,,Pro,Monthly,1999,2022-02-24,2023-02-24,Cancelled,Australia,SMB,Active,,,85,47,2024-10-23,Yes
3099,999,Success,UPI,Timeout,Pro,Monthly,1999,2022-04-16,2022-05-16,Active,USA,Enterprise,Active,,,97,65,2024-09-22,No
150,3999,Success,Card,Insufficient Funds,Pro,Annual,1999,2023-11-12,2024-11-11,Cancelled,USA,SMB,Inactive,,,5,81,2024-10-07,No
682,999,Failed,UPI,Gateway Error,Pro,Annual,1999,2023-02-08,2024-02-08,Active,USA,SMB,Active,,,72,93,2024-09-12,Yes
3226,1999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2023-11-24,2024-11-23,Expired,UK,SMB,Active,,,39,90,2024-10-19,Yes
762,1999,Failed,Card,Gateway Error,Premium,Monthly,3999,2023-11-01,2024-10-31,Expired,UK,SMB,Active,Complaint,Open,47,90,2024-11-04,No
183,999,Success,Wallet,,Basic,Monthly,999,2023-07-05,2024-07-04,Active,Germany,Mid,Active,Downgrade,Closed,11,22,2024-09-10,No
183,999,Success,Wallet,,Basic,Monthly,999,2023-07-05,2024-07-04,Active,Germany,Mid,Active,Refund,Open,11,22,2024-09-10,No
2231,1999,Success,Wallet,Timeout,Pro,Annual,1999,2022-06-18,2022-07-18,Cancelled,Australia,Enterprise,Active,,,9,70,2024-10-31,Yes
173,999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2022-05-30,2022-06-29,Active,Germany,Enterprise,Active,Downgrade,Closed,115,74,2024-10-26,No
173,999,Success,Card,Insufficient Funds,Pro,Monthly,1999,2022-05-30,2022-06-29,Active,Germany,Enterprise,Active,Refund,Open,115,74,2024-10-26,No
2590,1999,Success,UPI,Gateway Error,Basic,Monthly,999,2024-02-15,2024-03-16,Cancelled,Australia,Enterprise,Active,,,39,82,2024-11-19,No
1858,1999,Success,UPI,,Pro,Monthly,1999,2022-12-25,2023-12-25,Active,Australia,Mid,Inactive,,,34,22,2024-09-23,No
355,3999,Success,Card,Gateway Error,Pro,Annual,1999,2022-09-07,2023-09-07,Expired,USA,SMB,Active,,,3,14,2024-11-23,Yes
2202,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2023-03-18,2023-04-17,Active,UK,Enterprise,Active,,,72,22,2024-09-12,Yes
2433,999,Success,Card,,Premium,Annual,3999,2023-08-11,2024-08-10,Active,Germany,Mid,Active,,,4,12,2024-10-09,Yes
733,3999,Success,Wallet,Insufficient Funds,Pro,Monthly,1999,2022-09-16,2022-10-16,Expired,Australia,Mid,Active,,,99,99,2024-11-09,Yes
920,3999,Success,Wallet,Insufficient Funds,Pro,Annual,1999,2024-02-14,2025-02-13,Active,India,Mid,Active,,,34,36,2024-09-03,Yes
1335,3999,Success,Wallet,Timeout,Basic,Monthly,999,2023-01-19,2024-01-19,Cancelled,Germany,Mid,Active,,,79,80,2024-09-17,Yes
4650,999,Success,UPI,Timeout,Pro,Monthly,1999,2023-09-04,2023-10-04,Active,Germany,Enterprise,Active,,,20,33,2024-09-26,Yes
3141,999,Success,Wallet,Gateway Error,Pro,Monthly,1999,2024-01-09,2025-01-08,Expired,Australia,Enterprise,Active,,,52,32,2024-10-23,No
361,1999,Success,UPI,Insufficient Funds,Pro,Annual,1999,2022-07-25,2022-08-24,Active,India,SMB,Active,,,27,42,2024-11-27,Yes
874,3999,Success,Card,Insufficient Funds,Basic,Monthly,999,2022-11-14,2022-12-14,Expired,India,Mid,Active,,,97,51,2024-09-03,No
1087,1999,Success,Card,Insufficient Funds,Basic,Annual,999,2022-05-01,2022-05-31,Active,USA,Enterprise,Active,Refund,Closed,14,66,2024-10-12,Yes
718,1999,Success,Wallet,,Pro,Monthly,1999,2023-01-29,2024-01-29,Active,India,SMB,Active,Refund,Closed,68,40,2024-11-28,Yes
2543,1999,Success,UPI,,Pro,Monthly,1999,2023-11-01,2023-12-01,Active,Germany,Enterprise,Inactive,,,84,39,2024-11-23,No
4520,999,Success,UPI,Timeout,Premium,Annual,3999,2024-01-03,2024-02-02,Active,Germany,SMB,Inactive,,,59,31,2024-10-24,Yes
4937,999,Success,UPI,Timeout,Pro,Monthly,1999,2023-04-03,2023-05-03,Cancelled,Germany,Mid,Active,Refund,Open,35,43,2024-09-29,Yes
255,3999,Failed,UPI,,Premium,Monthly,3999,2022-11-25,2022-12-25,Active,India,SMB,Active,,,63,69,2024-11-13,Yes
3835,1999,Success,Wallet,Insufficient Funds,Premium,Monthly,3999,2023-05-20,2023-06-19,Active,Germany,Mid,Inactive,,,73,73,2024-11-01,Yes
4357,1999,Success,Wallet,Insufficient Funds,Basic,Monthly,999,2023-12-22,2024-12-21,Active,Germany,Enterprise,Active,Complaint,Closed,13,17,2024-09-03,No
523,999,Pending,Wallet,Gateway Error,Basic,Annual,999,2022-10-08,2023-10-08,Active,Australia,SMB,Active,,,75,65,2024-10-28,No
2628,3999,Success,UPI,Insufficient Funds,Premium,Monthly,3999,2022-10-19,2022-11-18,Active,UK,SMB,Active,,,36,97,2024-11-02,No
416,1999,Success,Wallet,Gateway Error,Premium,Monthly,3999,2022-01-29,2023-01-29,Active,Germany,Enterprise,Active,,,14,47,2024-10-28,Yes
