payment_id,subscription_id,user_id,payment_date,amount,payment_status,payment_method,failure_reason
52109,13416,60,2022-02-19,1999,Success,Wallet,Timeout
52110,10271,2327,2024-07-03,1999,Success,Wallet,
52111,15181,3739,2024-03-20,999,Pending,UPI,
52112,11890,3692,2022-03-04,999,Success,UPI,Gateway Error
52113,14725,4413,2022-10-24,999,Success,Card,Timeout
52114,15256,3372,2022-09-27,1999,Success,Card,Gateway Error
52115,15098,2970,2024-02-08,999,Success,Card,Timeout
52116,11280,2008,2023-10-20,999,Pending,UPI,Insufficient Funds
52117,13995,1136,2023-08-10,3999,Success,Card,Insufficient Funds
52118,13465,4037,2023-06-16,3999,Success,Wallet,Gateway Error
52119,12831,2968,2022-05-04,3999,Success,Wallet,
52120,11568,4041,2023-09-28,3999,Success,Card,Gateway Error
52121,15374,2555,2022-09-02,1999,Success,Card,Insufficient Funds
52122,12038,3069,2024-07-01,1999,Success,Wallet,
52123,10794,3807,2022-12-31,999,Success,Card,Timeout
52124,11031,1717,2022-10-16,3999,Success,UPI,Insufficient Funds
52125,10860,1488,2022-10-26,1999,Success,Wallet,Insufficient Funds
52126,14535,739,2022-04-27,3999,Success,Wallet,Insufficient Funds
52127,10551,4815,2023-08-31,999,Success,UPI,Insufficient Funds
52128,11566,4322,2024-02-24,1999,Success,Wallet,
52129,10678,2441,2023-09-11,3999,Success,Card,
52130,10462,829,2022-12-29,999,Success,Wallet,
52131,11523,88,2023-09-03,3999,Success,UPI,Gateway Error
52132,11235,2147,2024-03-26,999,Success,Card,Timeout
52133,11137,3606,2022-07-31,3999,Success,Card,Timeout
52134,14213,2534,2022-09-28,3999,Success,UPI,Insufficient Funds
52135,15436,3143,2023-03-10,999,Success,Wallet,Timeout
52136,14659,2476,2023-10-27,3999,Success,Card,Insufficient Funds
52137,12249,316,2023-02-20,999,Success,Card,Insufficient Funds
52138,10124,477,2023-08-18,999,Success,Card,
52139,14252,551,2023-07-14,3999,Success,Wallet,Gateway Error
52140,14505,2473,2022-09-23,999,Success,Card,
52141,14562,4483,2023-05-01,1999,Success,UPI,Insufficient Funds
52142,14850,965,2022-12-15,999,Failed,UPI,Timeout
52143,15284,2187,2023-03-24,999,Success,UPI,Timeout
52144,14868,4228,2024-05-18,3999,Success,Card,
52145,15397,4513,2022-12-05,1999,Failed,UPI,
52146,13931,557,2022-10-20,999,Success,Wallet,Gateway Error
52147,13777,3476,2023-10-01,3999,Success,Wallet,Timeout
52148,12885,1331,2024-02-02,3999,Pending,Wallet,Insufficient Funds
52149,15100,3911,2023-01-23,999,Success,UPI,Insufficient Funds
52150,14490,1444,2024-05-12,1999,Success,UPI,Insufficient Funds
52151,12098,4274,2024-06-10,1999,Pending,Wallet,Insufficient Funds
52152,12773,2379,2023-08-25,3999,Success,UPI,Insufficient Funds
52153,11802,3576,2022-05-18,999,Pending,UPI,Gateway Error
52154,13674,2736,2023-05-24,999,Success,UPI,
52155,10144,3613,2022-02-22,1999,Pending,Wallet,
52156,10166,3370,2024-05-17,1999,Success,UPI,Gateway Error
52157,13139,3682,2024-07-17,1999,Success,UPI,
52158,15140,3259,2023-05-04,999,Pending,Card,
52159,10069,951,2022-03-18,999,Success,UPI,Gateway Error
52160,12502,2936,2023-05-14,3999,Success,Wallet,
52161,10025,3914,2022-03-24,1999,Success,Wallet,Timeout
52162,13929,2499,2024-02-27,3999,Pending,Card,
52163,12358,1760,2023-05-12,3999,Success,Wallet,Insufficient Funds
52164,14108,4716,2023-12-17,1999,Success,UPI,Timeout
52165,10577,4988,2024-07-12,999,Failed,Card,
52166,14330,2162,2022-05-10,999,Success,Wallet,Timeout
52167,12883,2688,2022-07-31,999,Success,Card,
52168,15013,2699,2022-03-08,999,Success,Wallet,Insufficient Funds
52169,10591,3608,2023-04-11,1999,Success,Card,
52170,11668,922,2023-07-15,1999,Success,Wallet,
52171,11299,4643,2023-07-09,1999,Pending,Wallet,Insufficient Funds
52172,14709,4072,2022-12-10,999,Success,Wallet,Insufficient Funds
52173,14248,3717,2023-10-19,1999,Pending,UPI,Insufficient Funds
52174,13524,1935,2023-04-06,3999,Success,Card,Gateway Error
52175,12264,618,2022-09-05,3999,Success,Wallet,Insufficient Funds
52176,14755,2830,2023-02-19,999,Success,Wallet,Insufficient Funds
52177,13864,2469,2022-03-13,1999,Failed,UPI,
52178,14406,1810,2024-07-08,3999,Success,UPI,Insufficient Funds
52179,14245,972,2024-03-03,999,Success,UPI,Timeout
52180,13528,1987,2023-10-22,999,Success,UPI,Timeout
52181,13347,1640,2023-06-18,3999,Pending,Card,
52182,13019,174,2022-02-20,999,Success,UPI,Timeout
52183,11205,580,2022-06-04,3999,Success,Wallet,
52184,13877,3574,2023-10-17,1999,Success,Card,Timeout
52185,12252,474,2024-01-16,999,Success,Card,Timeout
52186,14560,3902,2022-06-02,3999,Success,UPI,
52187,10974,2327,2022-06-28,1999,Failed,UPI,
52188,14423,216,2023-10-02,3999,Success,UPI,
52189,14245,4606,2023-11-12,999,Success,Card,Insufficient Funds
52190,11301,4691,2022-04-03,3999,Failed,Card,Insufficient Funds
52191,14009,3123,2022-04-05,1999,Success,UPI,Gateway Error
52192,10035,769,2022-09-05,3999,Success,Card,Timeout
52193,10001,1101,2024-01-15,3999,Success,UPI,
52194,12516,4525,2022-02-24,999,Pending,UPI,Insufficient Funds
52195,12651,1113,2024-04-19,999,Failed,Card,Insufficient Funds
52196,11941,4858,2023-03-24,1999,Success,Wallet,Timeout
52197,11021,2078,2023-03-25,999,Success,Card,Insufficient Funds
52198,10092,1760,2024-01-20,1999,Success,Wallet,Gateway Error
52199,14690,517,2024-06-05,1999,Success,Card,
52200,13892,3473,2024-05-27,1999,Success,Wallet,
52201,12147,4144,2024-02-23,3999,Success,Wallet,
52202,14094,1740,2023-11-12,999,Failed,Card,Gateway Error
52203,12558,2329,2024-03-14,3999,Success,UPI,Timeout
52204,11589,275,2023-12-09,3999,Success,Wallet,
52205,11877,1083,2023-02-09,3999,Success,Wallet,Insufficient Funds
52206,13664,2229,2022-11-14,3999,Success,UPI,
52207,13896,4567,2023-11-25,3999,Success,Card,
52208,15082,679,2024-03-08,999,Success,Card,Insufficient Funds
52209,15065,895,2023-07-08,999,Success,UPI,
52210,13415,3845,2022-04-15,1999,Success,UPI,Gateway Error
52211,10962,1448,2024-07-05,999,Success,Wallet,Gateway Error
52212,14342,100,2023-11-24,3999,Success,UPI,Timeout
52213,12849,3974,2022-09-21,3999,Success,UPI,
52214,13544,3908,2024-07-15,1999,Success,Card,Gateway Error
52215,14375,4632,2023-02-09,999,Failed,Wallet,Timeout
52216,12822,32,2022-11-20,999,Failed,Wallet,
52217,10853,1581,2023-07-24,1999,Success,Card,
52218,13582,2467,2022-02-01,3999,Failed,Card,Gateway Error
52219,14527,3510,2023-04-23,3999,Success,Wallet,
52220,12490,4840,2023-11-07,3999,Failed,Card,Timeout
52221,15381,1002,2022-02-11,3999,Success,Card,Timeout
52222,13832,3202,2024-02-07,3999,Success,UPI,Gateway Error
52223,15375,4833,2023-01-02,999,Failed,UPI,Insufficient Funds
52224,13533,3018,2023-03-31,1999,Success,Wallet,Gateway Error
52225,12313,1837,2023-05-24,1999,Success,UPI,
52226,12493,673,2023-07-25,999,Success,Wallet,
52227,12271,1956,2022-11-12,999,Pending,Card,
52228,14903,4677,2022-06-24,999,Pending,Wallet,Insufficient Funds
52229,10269,4304,2024-07-16,3999,Success,UPI,Timeout
52230,12699,3316,2022-12-16,1999,Success,UPI,Insufficient Funds
52231,13403,3961,2023-05-02,999,Success,Wallet,Insufficient Funds
52232,14078,4075,2022-02-04,999,Success,Wallet,
52233,15295,1585,2023-08-17,1999,Success,Wallet,Insufficient Funds
52234,10433,26,2022-05-11,999,Success,Wallet,Insufficient Funds
52235,10803,4607,2023-02-17,3999,Success,UPI,Timeout
52236,15027,2021,2024-01-02,999,Success,Wallet,Insufficient Funds
52237,14996,211,2022-04-23,999,Success,UPI,Timeout
52238,11304,3179,2024-01-24,999,Success,Wallet,
52239,15214,855,2023-01-22,1999,Success,UPI,Insufficient Funds
52240,12929,834,2024-05-21,3999,Failed,Card,Timeout
52241,15325,317,2022-11-09,999,Success,Wallet,Insufficient Funds
52242,14664,4418,2023-11-04,3999,Success,UPI,Timeout
52243,10743,4320,2023-04-27,3999,Success,Wallet,
52244,10683,2667,2022-09-08,3999,Success,Wallet,Gateway Error
52245,13059,1086,2022-03-17,3999,Success,UPI,Gateway Error
52246,11850,3864,2022-12-13,3999,Success,Wallet,
52247,11302,3053,2023-07-16,1999,Success,Card,Timeout
52248,11796,4961,2024-01-24,1999,Failed,UPI,Gateway Error
52249,10896,4027,2022-05-16,3999,Success,UPI,Timeout
52250,15028,589,2024-04-15,1999,Success,Card,Gateway Error
52251,10481,678,2023-11-17,999,Success,Card,
52252,14038,1850,2022-06-03,1999,Success,UPI,Insufficient Funds
52253,10291,4766,2023-06-04,1999,Success,Card,Gateway Error
52254,12695,1310,2022-08-17,1999,Failed,Card,
52255,13811,1591,2024-06-23,1999,Pending,Card,Insufficient Funds
52256,11975,3246,2022-10-06,999,Success,Wallet,Insufficient Funds
52257,15497,4262,2024-05-13,999,Success,Wallet,Timeout
52258,14015,2597,2022-10-27,1999,Pending,Card,Timeout
52259,10190,1396,2023-08-22,1999,Success,UPI,Insufficient Funds
52260,15315,3974,2024-06-30,999,Success,Wallet,
52261,10377,837,2022-05-21,3999,Success,Wallet,Timeout
52262,15138,1066,2022-08-04,3999,Success,UPI,Insufficient Funds
52263,10259,4161,2022-02-03,999,Success,UPI,Timeout
52264,10827,3046,2024-04-23,1999,Failed,Wallet,Insufficient Funds
52265,12420,4432,2024-03-02,1999,Pending,Card,Insufficient Funds
52266,11831,4062,2022-12-25,999,Success,UPI,Timeout
52267,13017,4702,2022-09-03,1999,Success,UPI,
52268,12153,1960,2023-11-30,999,Success,Card,Gateway Error
52269,11450,1716,2022-11-16,3999,Success,UPI,
52270,12925,4888,2023-02-10,1999,Success,UPI,Gateway Error
52271,13333,21,2024-06-15,3999,Failed,Wallet,Gateway Error
52272,13118,2228,2022-05-09,1999,Success,Card,Timeout
52273,14740,2407,2022-11-08,999,Success,Card,
52274,13598,133,2024-05-10,1999,Success,Wallet,Insufficient Funds
52275,12315,676,2024-06-22,1999,Failed,UPI,
52276,15052,627,2024-07-11,3999,Success,UPI,Gateway Error
52277,11558,790,2024-05-13,3999,Pending,Card,Timeout
52278,11717,991,2024-02-17,1999,Success,Wallet,
52279,13468,3457,2023-09-06,3999,Success,Wallet,Timeout
52280,11173,796,2022-05-28,999,Success,UPI,Gateway Error
52281,12328,4248,2022-07-06,1999,Success,UPI,
52282,14621,1599,2023-01-03,3999,Success,Wallet,
52283,12912,3923,2023-01-24,3999,Success,Wallet,
52284,15402,2033,2024-07-10,1999,Failed,UPI,
52285,11508,3161,2022-05-23,3999,Success,Wallet,
52286,11965,1714,2022-03-02,999,Success,UPI,
52287,14894,330,2023-11-03,999,Success,Wallet,Insufficient Funds
52288,13136,3543,2022-05-11,999,Success,Card,
52289,14518,1697,2023-03-09,1999,Success,Card,Insufficient Funds
52290,13730,2091,2023-02-21,3999,Success,Card,Timeout
52291,10905,1491,2023-10-02,999,Success,Card,Insufficient Funds
52292,14822,3127,2022-12-24,1999,Success,Card,Gateway Error
52293,13200,1075,2022-05-23,1999,Success,Card,Timeout
52294,12342,3426,2024-02-19,3999,Success,Wallet,Insufficient Funds
52295,15269,677,2022-03-31,3999,Success,Card,Insufficient Funds
52296,13399,1273,2022-11-01,3999,Success,Card,Timeout
52297,15260,1351,2022-10-21,1999,Success,UPI,Insufficient Funds
52298,12852,1131,2022-08-08,3999,Success,UPI,Gateway Error
52299,11146,177,2023-02-17,999,Success,UPI,
52300,13595,4225,2024-01-09,3999,Pending,Card,Gateway Error
52301,10384,4004,2023-10-26,3999,Success,Wallet,Gateway Error
52302,11987,3265,2023-11-19,999,Success,Wallet,
52303,12331,1118,2023-09-18,999,Success,UPI,Insufficient Funds
52304,12812,1458,2024-01-10,999,Success,Card,
52305,10967,4192,2023-01-25,999,Success,UPI,Insufficient Funds
52306,14938,689,2022-08-02,999,Failed,UPI,Insufficient Funds
52307,10619,1583,2022-09-18,1999,Success,UPI,Gateway Error
52308,11020,1802,2022-02-13,999,Success,UPI,Insufficient Funds
52309,11954,1324,2022-05-12,3999,Success,UPI,
52310,14045,1776,2023-04-28,1999,Failed,Wallet,
52311,10206,4908,2024-01-30,3999,Success,Card,Gateway Error
52312,13793,3809,2023-05-25,999,Success,Card,Insufficient Funds
52313,10639,365,2024-04-18,3999,Failed,Card,
52314,13618,516,2022-06-23,3999,Success,UPI,
52315,10064,576,2022-02-28,1999,Success,Wallet,Timeout
52316,13089,4918,2023-04-17,3999,Success,Wallet,
52317,13833,3955,2022-08-11,1999,Success,Wallet,Insufficient Funds
52318,13177,4777,2024-02-29,3999,Success,Card,
52319,13929,542,2022-08-22,3999,Success,Card,Timeout
52320,13692,937,2022-09-09,999,Success,Card,Gateway Error
52321,13806,4050,2022-06-03,3999,Success,UPI,Timeout
52322,14324,1374,2022-06-13,1999,Success,Card,Insufficient Funds
52323,14798,2133,2024-05-10,999,Success,Wallet,Gateway Error
52324,14024,2546,2022-09-23,999,Failed,Card,Timeout
52325,10395,2540,2022-07-20,999,Success,UPI,
52326,11237,2757,2024-05-14,999,Failed,Wallet,Timeout
52327,12781,1754,2022-02-20,999,Success,Wallet,Timeout
52328,11860,1691,2023-09-21,3999,Success,Wallet,Insufficient Funds
52329,11021,2550,2023-10-26,999,Success,Wallet,
52330,13473,1959,2022-11-03,3999,Success,Wallet,Gateway Error
52331,14649,732,2024-04-10,3999,Success,Wallet,
52332,15380,834,2023-12-26,3999,Success,Wallet,
52333,12770,2153,2022-03-08,1999,Success,UPI,Timeout
52334,10333,4687,2022-05-23,3999,Success,Wallet,Insufficient Funds
52335,14426,1236,2024-06-27,3999,Success,Card,Gateway Error
52336,12958,4960,2023-09-02,999,Success,UPI,Gateway Error
52337,11289,285,2022-08-19,3999,Success,UPI,Insufficient Funds
52338,12219,3539,2023-07-27,999,Success,Wallet,Timeout
52339,12049,4234,2024-01-09,1999,Success,UPI,Gateway Error
52340,10876,76,2022-06-15,3999,Success,UPI,
52341,12909,896,2022-06-02,1999,Failed,Wallet,Insufficient Funds
52342,12289,2459,2023-11-26,999,Success,UPI,Timeout
52343,14680,4794,2022-10-23,999,Success,UPI,Timeout
52344,13857,1745,2022-11-17,999,Success,Card,Gateway Error
52345,14053,4784,2024-01-14,999,Success,Card,
52346,14697,939,2023-08-21,999,Success,Wallet,Timeout
52347,15435,3342,2024-06-20,1999,Success,UPI,
52348,12189,1708,2023-10-21,1999,Success,Wallet,
52349,13405,4340,2023-09-14,1999,Success,UPI,Insufficient Funds
52350,14783,4252,2023-02-04,999,Success,UPI,Insufficient Funds
52351,14487,3779,2023-07-09,1999,Failed,UPI,Insufficient Funds
52352,11079,2957,2023-06-19,3999,Success,UPI,Gateway Error
52353,14586,646,2022-03-30,3999,Success,Wallet,Gateway Error
52354,11356,2240,2023-06-20,1999,Failed,UPI,
52355,10270,1130,2023-04-19,3999,Success,UPI,Gateway Error
52356,14458,1462,2023-09-03,3999,Success,UPI,Insufficient Funds
52357,14241,2279,2024-03-26,1999,Pending,UPI,Insufficient Funds
52358,10589,2347,2022-08-20,999,Pending,Card,Gateway Error
52359,11153,1052,2024-02-05,1999,Success,Wallet,
52360,10375,527,2023-03-21,3999,Success,UPI,Timeout
52361,11647,2712,2024-02-27,1999,Success,UPI,
52362,13073,4459,2023-04-23,1999,Success,UPI,Gateway Error
52363,13439,2418,2023-04-22,1999,Success,Wallet,Timeout
52364,12586,2138,2024-02-12,3999,Success,Wallet,
52365,11652,1726,2023-07-15,1999,Failed,Card,Timeout
52366,15294,1729,2023-03-12,999,Success,Card,
52367,13106,4541,2022-08-28,3999,Failed,UPI,Insufficient Funds
52368,14414,4055,2023-12-07,999,Success,UPI,Timeout
52369,13816,4064,2023-03-08,1999,Failed,UPI,Timeout
52370,14681,3052,2023-09-24,3999,Success,UPI,
52371,12611,129,2022-08-01,999,Success,UPI,Timeout
52372,13283,3154,2022-07-02,1999,Success,UPI,
52373,11751,209,2022-02-15,1999,Success,UPI,
52374,12601,46,2023-01-07,3999,Pending,Card,
52375,14407,4060,2022-10-10,999,Success,UPI,Timeout
52376,12972,1,2023-09-11,3999,Success,Card,Gateway Error
52377,14190,3236,2023-07-11,1999,Success,Wallet,Insufficient Funds
52378,14285,4933,2023-12-19,1999,Success,UPI,Gateway Error
52379,14743,1635,2023-02-01,999,Failed,UPI,Timeout
52380,11742,798,2022-05-03,999,Success,Wallet,
52381,13586,904,2022-09-05,1999,Success,Wallet,Insufficient Funds
52382,11515,4354,2022-05-03,1999,Success,Wallet,Insufficient Funds
52383,13825,3172,2022-11-14,1999,Success,Wallet,Gateway Error
52384,13842,1895,2022-05-11,1999,Success,Wallet,
52385,15068,4851,2022-03-30,999,Success,Card,Insufficient Funds
52386,14190,3944,2023-12-12,999,Success,Wallet,
52387,12362,2062,2023-04-22,999,Failed,Wallet,Insufficient Funds
52388,11967,4526,2022-08-01,3999,Pending,UPI,Timeout
52389,13645,3365,2023-06-24,1999,Success,Card,Timeout
52390,10360,875,2024-01-01,1999,Success,Card,Gateway Error
52391,10982,2846,2024-06-10,999,Success,Wallet,Timeout
52392,11810,2004,2023-03-02,1999,Success,Card,Gateway Error
52393,14494,1742,2022-07-04,999,Failed,UPI,
52394,14633,888,2024-04-05,1999,Success,Wallet,Insufficient Funds
52395,10394,269,2022-11-13,1999,Success,UPI,
52396,11380,3410,2024-05-01,1999,Success,Wallet,Insufficient Funds
52397,10048,3878,2022-11-20,3999,Success,Wallet,Timeout
52398,11456,4681,2024-03-12,999,Success,Card,
52399,12749,4183,2024-02-26,1999,Success,UPI,Insufficient Funds
52400,12101,4447,2022-04-15,1999,Failed,Card,Gateway Error
52401,12289,3906,2023-01-18,999,Pending,Card,Gateway Error
52402,13131,3496,2022-04-10,3999,Failed,Wallet,Timeout
52403,11210,1833,2023-11-11,999,Failed,UPI,Gateway Error
52404,11165,1255,2022-07-04,1999,Success,UPI,
52405,15057,3973,2023-03-26,999,Success,UPI,Insufficient Funds
52406,12023,568,2022-12-22,3999,Success,Card,
52407,11081,4311,2024-05-28,3999,Success,UPI,
52408,14546,817,2023-05-07,1999,Failed,UPI,Insufficient Funds
52409,15226,3771,2024-02-04,1999,Success,Wallet,
52410,13540,3680,2022-06-19,999,Success,UPI,Insufficient Funds
52411,14529,4853,2022-06-01,999,Success,UPI,
52412,11704,4775,2024-06-30,999,Success,Wallet,Gateway Error
52413,14943,4048,2022-10-18,999,Success,Wallet,Gateway Error
52414,13412,823,2022-06-25,3999,Success,UPI,Insufficient Funds
52415,11538,4046,2023-06-18,3999,Failed,Wallet,Gateway Error
52416,12230,2496,2023-12-03,999,Failed,UPI,Insufficient Funds
52417,11326,1795,2023-07-03,999,Success,Card,
52418,10183,4085,2024-02-07,999,Failed,Card,Gateway Error
52419,14028,2184,2022-05-27,1999,Success,Wallet,Gateway Error
52420,11534,4857,2023-08-05,3999,Failed,Wallet,Gateway Error
52421,15215,2302,2022-05-18,999,Success,Wallet,Gateway Error
52422,13486,329,2023-10-23,999,Success,Wallet,Gateway Error
52423,10156,2576,2022-03-14,3999,Success,UPI,Timeout
52424,12145,1818,2024-04-28,3999,Failed,UPI,Timeout
52425,15033,3573,2023-07-24,1999,Success,UPI,Insufficient Funds
52426,11393,2898,2022-09-05,1999,Success,Wallet,Timeout
52427,14885,3943,2023-10-11,1999,Success,Card,
52428,15421,1012,2022-04-24,1999,Success,UPI,Insufficient Funds
52429,10858,4469,2024-07-17,999,Failed,Card,Gateway Error
52430,14278,2016,2022-12-18,999,Success,UPI,Timeout
52431,15275,2506,2022-10-28,1999,Success,UPI,Timeout
52432,14008,780,2022-05-19,3999,Success,Wallet,Insufficient Funds
52433,14859,3532,2022-02-15,1999,Failed,Wallet,Gateway Error
52434,12980,699,2023-11-24,3999,Success,Card,Insufficient Funds
52435,14679,187,2024-05-06,1999,Success,Card,
52436,13668,970,2024-05-29,1999,Success,Wallet,Timeout
52437,14977,3449,2024-01-03,999,Success,Wallet,Insufficient Funds
52438,14404,3486,2023-12-13,1999,Success,Card,Timeout
52439,11700,4140,2024-04-10,999,Success,Wallet,Insufficient Funds
52440,13617,166,2022-07-11,1999,Success,UPI,Insufficient Funds
52441,12101,1176,2023-04-25,1999,Success,UPI,Insufficient Funds
52442,12264,701,2024-04-19,3999,Failed,Wallet,
52443,10714,209,2022-04-24,1999,Success,Wallet,Timeout
52444,12086,3270,2023-10-07,3999,Success,Card,Gateway Error
52445,11452,3177,2023-02-15,3999,Success,Wallet,Insufficient Funds
52446,11398,916,2022-05-26,1999,Failed,Wallet,Insufficient Funds
52447,14896,4620,2022-09-30,1999,Success,UPI,
52448,10425,4999,2022-03-31,999,Success,Wallet,Gateway Error
52449,11029,3752,2022-05-10,1999,Success,Wallet,Insufficient Funds
52450,10691,4310,2023-04-18,1999,Failed,UPI,Timeout
52451,14011,1496,2023-02-23,1999,Success,Wallet,Insufficient Funds
52452,13580,1091,2022-04-16,3999,Success,Card,Gateway Error
52453,12828,169,2022-09-29,999,Success,Wallet,
52454,13525,2200,2023-06-30,3999,Success,Card,
52455,10200,4570,2023-02-10,1999,Success,UPI,
52456,15393,2245,2022-04-07,999,Success,UPI,Insufficient Funds
52457,10776,4109,2024-04-14,1999,Success,UPI,Insufficient Funds
52458,10226,741,2023-11-25,1999,Success,Wallet,
52459,14567,2934,2022-07-13,3999,Pending,UPI,Insufficient Funds
52460,12066,4054,2022-10-05,3999,Failed,Wallet,Insufficient Funds
52461,11779,162,2024-03-03,3999,Success,Card,Timeout
52462,10629,608,2022-11-12,3999,Success,Wallet,Gateway Error
52463,12058,728,2022-12-14,3999,Success,Wallet,
52464,10041,3785,2022-08-09,1999,Success,Wallet,Insufficient Funds
52465,12092,643,2022-02-07,1999,Success,UPI,Gateway Error
52466,12245,3786,2023-07-16,999,Success,Wallet,
52467,10299,4899,2022-12-23,1999,Success,Wallet,Gateway Error
52468,14305,3945,2022-04-30,3999,Success,UPI,Gateway Error
52469,10459,4012,2024-01-21,999,Success,Card,Timeout
52470,10879,4044,2024-07-10,3999,Success,Card,
52471,11811,1092,2024-05-10,3999,Success,Wallet,Timeout
52472,10789,2289,2022-11-06,3999,Success,Card,
52473,13896,3528,2024-05-01,1999,Success,Card,
52474,10383,1023,2024-06-14,1999,Success,Wallet,
52475,11451,1735,2022-04-13,1999,Success,Card,
52476,13416,3767,2023-05-30,1999,Success,Card,
52477,15374,154,2023-06-22,3999,Success,UPI,
52478,12596,4278,2024-07-01,999,Success,UPI,Insufficient Funds
52479,14603,1208,2022-09-05,1999,Success,Wallet,Insufficient Funds
52480,13590,2616,2023-08-01,999,Success,UPI,Gateway Error
52481,10330,4661,2023-04-30,3999,Success,Wallet,Insufficient Funds
52482,13055,1981,2022-05-21,3999,Failed,Card,Gateway Error
52483,12536,4642,2024-05-09,999,Success,Card,
52484,14910,2890,2022-07-17,3999,Success,UPI,Insufficient Funds
52485,11020,2610,2023-06-13,1999,Success,UPI,Timeout
52486,13509,709,2023-09-03,3999,Success,Card,Insufficient Funds
52487,15119,4619,2024-02-19,1999,Success,Card,Gateway Error
52488,15282,3158,2023-04-03,3999,Success,Card,Gateway Error
52489,13822,3218,2023-02-19,1999,Success,Card,
52490,14530,4050,2023-04-02,999,Success,Card,Timeout
52491,11828,4767,2024-03-25,3999,Success,Wallet,
52492,14112,2366,2024-07-08,3999,Success,Card,Gateway Error
52493,10620,2583,2022-10-25,1999,Failed,UPI,Timeout
52494,10689,1384,2023-09-23,1999,Success,Card,
52495,12113,3646,2024-01-19,999,Success,UPI,Insufficient Funds
52496,14671,2122,2023-01-26,1999,Success,Wallet,Timeout
52497,10820,2942,2022-04-04,999,Success,UPI,Timeout
52498,12252,3881,2023-02-10,3999,Success,Wallet,Timeout
52499,12302,365,2023-05-24,1999,Success,Wallet,Timeout
52500,13644,2312,2022-11-14,1999,Failed,Wallet,
52501,12661,2865,2023-04-30,3999,Success,Card,Insufficient Funds
52502,12243,185,2022-11-07,999,Success,Card,Timeout
52503,12299,3504,2023-12-27,999,Success,Card,
52504,13555,4789,2024-07-16,1999,Success,Card,
52505,10955,3006,2023-06-27,3999,Success,Wallet,Insufficient Funds
52506,13942,730,2023-12-18,1999,Success,Card,Timeout
52507,15301,4076,2023-05-15,999,Success,Wallet,Gateway Error
52508,14749,567,2022-06-14,999,Success,UPI,
52509,14371,1312,2024-05-27,999,Success,Card,Insufficient Funds
52510,11248,4439,2024-05-30,3999,Failed,UPI,Insufficient Funds
52511,15487,3424,2024-06-28,3999,Failed,Wallet,Timeout
52512,14635,612,2024-06-13,3999,Success,Card,Timeout
52513,11274,4101,2023-11-14,3999,Success,Card,
52514,10013,624,2022-03-06,1999,Success,UPI,Insufficient Funds
52515,14706,498,2022-04-07,999,Success,Wallet,
52516,12240,223,2022-07-22,999,Success,Wallet,
52517,10698,953,2024-06-03,1999,Success,Wallet,
52518,12067,1907,2023-07-18,1999,Success,UPI,
52519,12387,1161,2024-01-11,1999,Success,UPI,Timeout
52520,14675,2785,2022-02-06,1999,Success,Wallet,Gateway Error
52521,12074,3835,2024-03-21,1999,Success,Card,Gateway Error
52522,13078,4634,2023-11-06,3999,Success,Card,Timeout
52523,13213,703,2023-07-04,1999,Success,Wallet,Insufficient Funds
52524,13814,3409,2023-09-11,3999,Success,UPI,Insufficient Funds
52525,11051,997,2024-02-04,1999,Failed,Wallet,Timeout
52526,12153,3935,2024-05-21,1999,Success,UPI,
52527,13928,4828,2023-07-04,3999,Failed,Wallet,Gateway Error
52528,12832,2261,2022-09-28,1999,Success,Wallet,
52529,12351,587,2022-03-19,1999,Success,Wallet,Gateway Error
52530,15132,2985,2024-03-31,1999,Success,Card,Insufficient Funds
52531,13149,2870,2022-07-05,1999,Success,Card,
52532,13090,3577,2022-10-10,1999,Success,UPI,Timeout
52533,13642,2724,2024-02-09,3999,Success,UPI,Insufficient Funds
52534,12690,1005,2023-08-04,1999,Success,UPI,Gateway Error
52535,10174,1776,2022-04-29,3999,Success,Card,Insufficient Funds
52536,11425,1115,2022-10-28,1999,Success,Card,Timeout
52537,13904,2900,2023-12-12,3999,Success,Card,Gateway Error
52538,10449,4721,2023-01-22,3999,Success,UPI,Gateway Error
52539,11451,2690,2024-01-18,3999,Success,Card,Timeout
52540,14174,613,2023-10-06,3999,Success,UPI,
52541,12487,3611,2022-05-27,999,Success,Card,Gateway Error
52542,10782,2578,2022-03-22,999,Success,Wallet,
52543,13569,1404,2023-05-05,1999,Success,Wallet,
52544,10172,11,2022-03-04,1999,Success,Wallet,Timeout
52545,13770,1998,2024-05-17,999,Success,Wallet,Insufficient Funds
52546,12409,555,2022-08-28,999,Success,UPI,
52547,12284,764,2022-08-13,3999,Success,UPI,Timeout
52548,10433,4647,2022-04-28,3999,Success,Card,Insufficient Funds
52549,15136,1871,2022-10-19,3999,Success,Card,Insufficient Funds
52550,12786,755,2023-10-27,3999,Success,UPI,
52551,14946,3156,2024-04-18,1999,Pending,Wallet,Insufficient Funds
52552,15331,337,2023-12-10,3999,Success,Wallet,Gateway Error
52553,11860,55,2023-05-21,1999,Failed,UPI,Gateway Error
52554,11351,3393,2024-03-07,999,Success,UPI,Insufficient Funds
52555,13920,1117,2022-08-09,999,Success,Wallet,
52556,12675,4204,2022-10-16,3999,Success,Wallet,Timeout
52557,10549,3422,2024-04-18,3999,Failed,UPI,Timeout
52558,15061,4645,2023-06-20,1999,Success,Wallet,
52559,13575,2794,2023-06-19,1999,Success,UPI,
