user_id,signup_date,country,acquisition_channel,company_size,user_status
1194,2024-04-02,UK,Organic,SMB,Active
1195,2022-05-17,USA,Organic,SMB,Active
1196,2024-01-29,Germany,Paid,Enterprise,Active
1197,2024-06-17,Australia,Organic,Enterprise,Active
1198,2022-08-31,Australia,Partner,Enterprise,Active
1199,2023-06-27,India,Organic,Enterprise,Inactive
1200,2022-02-09,UK,Partner,Mid,Active
1201,2022-08-17,USA,Referral,Enterprise,Active
1202,2023-07-02,India,Organic,Enterprise,Active
1203,2022-08-11,UK,Partner,Enterprise,Active
1204,2022-01-06,Germany,Referral,Enterprise,Active
1205,2022-11-18,Australia,Partner,Mid,Active
1206,2023-04-13,USA,Referral,SMB,Active
1207,2024-01-02,Australia,Paid,SMB,Active
1208,2022-03-16,Germany,Organic,Enterprise,Inactive
1209,2022-01-04,UK,Organic,Enterprise,Active
1210,2024-04-26,Germany,Referral,Enterprise,Active
1211,2023-10-08,Germany,Paid,SMB,Active
1212,2022-04-28,Australia,Partner,SMB,Inactive
1213,2024-05-30,USA,Paid,Enterprise,Active
1214,2023-08-29,Germany,Partner,SMB,Active
1215,2023-05-19,Australia,Partner,Mid,Inactive
1216,2023-07-28,USA,Organic,Enterprise,Active
1217,2023-03-17,UK,Referral,Enterprise,Active
1218,2022-07-13,UK,Organic,Mid,Active
1219,2024-04-26,India,Organic,Mid,Active
1220,2023-12-16,Australia,Organic,SMB,Inactive
1221,2023-01-27,USA,Partner,Mid,Active
1222,2022-01-26,Germany,Organic,Enterprise,Active
1223,2023-03-11,UK,Partner,SMB,Inactive
1224,2022-06-22,USA,Referral,Mid,Active
1225,2022-10-27,Australia,Partner,SMB,Active
1226,2023-10-07,India,Partner,SMB,Active
1227,2022-11-22,UK,Paid,SMB,Active
1228,2023-02-14,USA,Organic,SMB,Active
1229,2022-04-28,USA,Organic,Mid,Inactive
1230,2024-04-15,USA,Organic,Enterprise,Active
1231,2024-02-26,Australia,Organic,Enterprise,Active
1232,2023-12-25,Australia,Paid,Mid,Active
1233,2022-08-13,Australia,Paid,Enterprise,Active
1234,2023-06-16,Germany,Paid,SMB,Active
1235,2022-04-23,USA,Paid,SMB,Active
1236,2022-05-20,UK,Organic,SMB,Inactive
1237,2023-07-13,Australia,Partner,Mid,Active
1238,2022-01-01,Australia,Referral,SMB,Active
1239,2022-03-31,USA,Paid,SMB,Active
1240,2023-10-16,Australia,Partner,Mid,Active
1241,2022-11-16,Germany,Paid,SMB,Active
1242,2023-07-04,Germany,Organic,SMB,Active
1243,2024-03-15,Australia,Organic,Enterprise,Active
1244,2024-06-12,USA,Partner,Mid,Inactive
1245,2022-05-19,USA,Partner,SMB,Active
1246,2023-05-26,USA,Partner,SMB,Active
1247,2024-05-17,India,Organic,SMB,Active
1248,2024-04-24,Australia,Organic,SMB,Active
1249,2022-09-16,USA,Referral,Enterprise,Active
1250,2023-11-04,Germany,Partner,Enterprise,Active
1251,2023-11-21,UK,Referral,Enterprise,Active
1252,2022-01-10,UK,Paid,Enterprise,Active
1253,2022-09-18,USA,Referral,Mid,Active
1254,2023-10-12,UK,Paid,SMB,Active
1255,2022-06-21,UK,Paid,Enterprise,Active
1256,2024-06-16,India,Referral,SMB,Active
1257,2022-01-13,Germany,Partner,Mid,Active
1258,2022-06-17,Germany,Paid,SMB,Active
1259,2023-10-04,India,Partner,SMB,Active
1260,2023-08-19,India,Organic,Enterprise,Active
1261,2022-11-17,UK,Paid,Enterprise,Active
1262,2022-11-15,Australia,Organic,Mid,Active
1263,2023-09-05,UK,Referral,SMB,Active
1264,2022-11-25,India,Partner,Enterprise,Active
1265,2024-02-24,Germany,Referral,Enterprise,Active
1266,2024-02-16,UK,Paid,Enterprise,Active
1267,2023-07-04,Australia,Organic,Mid,Active
1268,2023-02-23,UK,Paid,SMB,Active
1269,2023-08-29,USA,Referral,Enterprise,Active
1270,2022-04-05,UK,Partner,SMB,Active
1271,2024-03-27,India,Partner,Mid,Active
1272,2023-08-04,Germany,Paid,SMB,Active
1273,2022-11-14,Germany,Paid,Enterprise,Inactive
1274,2022-08-24,India,Organic,SMB,Active
1275,2022-11-30,USA,Referral,SMB,Active
1276,2024-06-03,India,Paid,Mid,Active
1277,2023-01-11,UK,Organic,Mid,Active
1278,2023-04-04,India,Paid,SMB,Active
1279,2022-05-17,India,Partner,SMB,Active
1280,2023-08-11,USA,Organic,SMB,Inactive
1281,2023-07-01,UK,Organic,Mid,Active
1282,2023-05-28,Australia,Paid,Mid,Active
1283,2022-10-23,Australia,Referral,SMB,Inactive
1284,2022-11-16,Germany,Partner,Mid,Inactive
1285,2023-07-26,India,Referral,Enterprise,Active
1286,2024-04-11,Germany,Organic,Mid,Active
1287,2022-12-15,USA,Referral,Mid,Active
1288,2024-04-19,Australia,Organic,Mid,Active
1289,2024-02-18,India,Referral,Enterprise,Active
1290,2024-05-22,USA,Paid,Enterprise,Active
1291,2022-08-17,USA,Referral,Enterprise,Inactive
1292,2022-09-27,India,Organic,SMB,Active
1293,2024-04-07,USA,Partner,SMB,Active
1294,2024-03-08,India,Partner,Enterprise,Active
1295,2022-10-18,India,Partner,SMB,Active
1296,2023-12-26,UK,Organic,SMB,Active
1297,2022-06-14,Germany,Referral,SMB,Active
1298,2022-01-05,USA,Partner,Enterprise,Active
1299,2024-04-30,USA,Partner,Mid,Active
1300,2023-01-14,UK,Partner,Enterprise,Active
1301,2022-03-19,UK,Paid,Enterprise,Active
1302,2023-02-14,UK,Organic,SMB,Active
1303,2023-07-28,Australia,Organic,SMB,Active
1304,2022-05-12,Australia,Organic,Mid,Active
1305,2023-08-24,Australia,Organic,Mid,Active
1306,2024-01-19,India,Organic,Mid,Active
1307,2022-02-11,USA,Paid,Mid,Active
1308,2022-03-30,Germany,Referral,Enterprise,Active
1309,2023-02-06,India,Paid,Mid,Active
1310,2022-10-23,USA,Partner,Enterprise,Inactive
1311,2024-04-19,USA,Paid,SMB,Active
1312,2022-10-22,UK,Organic,Mid,Active
1313,2023-09-08,UK,Paid,SMB,Active
1314,2023-06-10,India,Organic,SMB,Active
1315,2024-03-10,UK,Paid,Enterprise,Active
1316,2023-11-22,USA,Organic,Mid,Active
1317,2023-09-29,UK,Partner,Enterprise,Active
1318,2023-02-26,Australia,Organic,SMB,Active
1319,2024-05-14,UK,Paid,Mid,Inactive
1320,2022-01-23,USA,Partner,SMB,Active
1321,2023-07-29,India,Paid,SMB,Active
1322,2022-05-23,Germany,Partner,Mid,Active
1323,2023-10-27,UK,Referral,Mid,Active
1324,2022-05-25,USA,Referral,Mid,Active
1325,2022-08-13,Germany,Referral,Enterprise,Active
1326,2023-05-18,Germany,Paid,Enterprise,Active
1327,2024-03-31,Australia,Paid,SMB,Active
1328,2023-09-08,Germany,Partner,Mid,Active
1329,2022-04-14,USA,Partner,SMB,Active
1330,2022-02-08,USA,Partner,SMB,Active
1331,2022-07-17,UK,Partner,SMB,Active
1332,2023-10-08,UK,Organic,SMB,Active
1333,2023-08-02,UK,Referral,SMB,Active
1334,2023-01-26,Germany,Organic,Mid,Active
1335,2022-06-28,Germany,Organic,Enterprise,Inactive
1336,2023-07-08,Australia,Organic,Mid,Active
1337,2023-03-24,UK,Organic,Mid,Active
1338,2023-05-15,India,Referral,Mid,Inactive
1339,2022-01-15,Australia,Organic,Enterprise,Active
1340,2023-09-15,India,Partner,Enterprise,Active
1341,2023-10-31,Germany,Paid,Enterprise,Active
1342,2022-10-16,Australia,Partner,Mid,Active
1343,2023-04-23,Australia,Paid,Enterprise,Active
1344,2022-08-19,USA,Partner,SMB,Active
1345,2023-02-24,Germany,Partner,Enterprise,Inactive
1346,2022-06-06,Germany,Paid,Mid,Active
1347,2023-07-04,Australia,Referral,Mid,Active
1348,2023-03-17,Germany,Organic,SMB,Active
1349,2022-04-07,Australia,Partner,Enterprise,Active
1350,2023-02-15,USA,Referral,Enterprise,Active
1351,2022-10-16,Australia,Organic,SMB,Active
1352,2022-09-11,Germany,Referral,Mid,Active
1353,2022-07-15,Germany,Referral,Mid,Active
1354,2023-08-21,Australia,Organic,Enterprise,Active
1355,2024-04-13,Australia,Partner,Enterprise,Active
1356,2023-06-06,Australia,Referral,Enterprise,Inactive
1357,2023-06-01,UK,Partner,Enterprise,Active
1358,2023-09-27,Germany,Partner,Enterprise,Active
1359,2024-04-21,Germany,Partner,Mid,Active
1360,2024-05-14,UK,Organic,Mid,Active
1361,2022-04-28,Australia,Paid,Mid,Active
1362,2024-03-16,USA,Partner,Mid,Active
1363,2022-06-08,Australia,Paid,SMB,Active
1364,2024-03-25,Australia,Paid,Mid,Active
1365,2022-08-16,UK,Referral,SMB,Active
1366,2024-05-26,Germany,Partner,Mid,Active
1367,2022-08-04,Australia,Partner,Enterprise,Active
1368,2023-11-27,Germany,Partner,Enterprise,Active
1369,2022-01-15,India,Paid,Enterprise,Active
1370,2022-06-06,Germany,Organic,SMB,Active
1371,2023-10-10,USA,Paid,Mid,Inactive
1372,2022-09-18,USA,Partner,Mid,Active
1373,2022-06-06,Australia,Partner,SMB,Active
1374,2022-02-16,Germany,Partner,SMB,Active
1375,2022-11-20,Australia,Paid,SMB,Active
1376,2024-04-23,UK,Partner,SMB,Active
1377,2023-11-16,USA,Referral,SMB,Active
1378,2022-05-10,Australia,Partner,Enterprise,Active
1379,2023-02-15,UK,Organic,Mid,Active
1380,2022-04-05,Australia,Referral,SMB,Active
1381,2023-09-19,Germany,Partner,Enterprise,Active
1382,2024-01-25,Germany,Referral,SMB,Active
1383,2022-10-19,Germany,Partner,Enterprise,Active
1384,2024-03-04,Germany,Organic,SMB,Active
1385,2024-03-21,India,Partner,Mid,Active
1386,2022-10-10,UK,Referral,SMB,Active
1387,2022-03-10,UK,Organic,SMB,Inactive
1388,2023-10-22,Germany,Paid,Mid,Active
1389,2022-01-11,India,Organic,Mid,Active
1390,2022-09-11,Germany,Organic,SMB,Active
1391,2024-04-21,India,Organic,Mid,Active
1392,2024-05-21,Germany,Referral,Mid,Active
1393,2023-07-04,USA,Organic,Enterprise,Active
1394,2022-05-14,USA,Partner,Mid,Active
1395,2023-12-13,Australia,Organic,Mid,Active
1396,2022-01-23,Germany,Organic,SMB,Active
1397,2024-03-25,UK,Partner,SMB,Active
1398,2022-12-12,Australia,Partner,Enterprise,Inactive
1399,2022-10-29,USA,Paid,SMB,Active
1400,2022-12-29,Germany,Organic,Mid,Active
1401,2023-01-31,Australia,Referral,Mid,Active
1402,2022-08-06,Germany,Organic,Mid,Active
1403,2022-05-21,USA,Organic,SMB,Active
1404,2023-09-08,Australia,Partner,Mid,Active
1405,2022-07-29,USA,Paid,Mid,Active
1406,2023-09-15,India,Organic,Enterprise,Active
1407,2023-09-08,USA,Referral,Enterprise,Active
1408,2024-04-07,Germany,Organic,Enterprise,Active
1409,2023-11-14,UK,Referral,SMB,Active
1410,2023-04-05,USA,Partner,Mid,Active
1411,2022-12-22,UK,Paid,Mid,Active
1412,2022-11-20,India,Organic,Mid,Active
1413,2022-05-13,Australia,Paid,Enterprise,Inactive
1414,2024-06-06,Australia,Organic,Mid,Active
1415,2024-03-15,UK,Referral,Mid,Active
1416,2024-04-19,Australia,Paid,Mid,Active
1417,2022-05-07,USA,Organic,Mid,Active
1418,2022-04-16,UK,Partner,Mid,Active
1419,2023-08-27,Germany,Referral,SMB,Active
1420,2024-03-09,USA,Paid,Mid,Active
1421,2023-01-13,USA,Organic,SMB,Inactive
1422,2022-02-20,USA,Paid,Mid,Active
1423,2022-01-29,Germany,Organic,SMB,Inactive
1424,2023-04-07,India,Referral,Mid,Active
1425,2022-10-23,Australia,Partner,Mid,Active
1426,2022-10-24,UK,Referral,Mid,Active
1427,2023-12-27,India,Paid,Mid,Active
1428,2024-02-18,UK,Paid,Enterprise,Active
1429,2023-02-11,Australia,Organic,Mid,Active
1430,2024-02-08,Germany,Referral,SMB,Active
1431,2024-03-24,USA,Organic,Enterprise,Active
1432,2023-09-05,USA,Referral,Enterprise,Active
1433,2023-02-09,Germany,Paid,Mid,Active
1434,2022-12-12,India,Organic,SMB,Active
1435,2023-09-14,India,Organic,SMB,Active
1436,2023-02-24,UK,Referral,Enterprise,Active
1437,2022-07-01,Germany,Partner,SMB,Inactive
1438,2024-04-04,India,Referral,Mid,Active
1439,2022-01-01,Germany,Partner,Mid,Inactive
1440,2024-04-10,Australia,Referral,Mid,Active
1441,2023-07-21,USA,Paid,Mid,Active
1442,2023-01-06,USA,Organic,Mid,Active
1443,2023-10-23,USA,Referral,Enterprise,Active
1444,2023-03-07,Germany,Paid,Mid,Active
1445,2022-11-05,Germany,Referral,Mid,Inactive
1446,2022-05-17,UK,Organic,Enterprise,Active
1447,2022-07-21,USA,Referral,Enterprise,Inactive
1448,2023-03-12,UK,Partner,Enterprise,Active
1449,2022-11-09,USA,Organic,SMB,Active
1450,2022-04-27,UK,Partner,SMB,Active
1451,2023-10-28,UK,Paid,Mid,Active
1452,2024-03-13,Australia,Paid,Mid,Active
1453,2023-07-29,UK,Referral,Mid,Inactive
1454,2022-09-01,Germany,Partner,SMB,Active
1455,2023-06-21,UK,Partner,Mid,Inactive
1456,2023-08-25,USA,Organic,Mid,Active
1457,2022-03-16,UK,Partner,SMB,Active
1458,2024-03-16,India,Partner,Enterprise,Active
1459,2023-01-21,USA,Organic,SMB,Active
1460,2022-07-29,India,Organic,Mid,Active
1461,2023-04-20,USA,Partner,SMB,Inactive
1462,2023-02-22,Germany,Referral,Enterprise,Inactive
1463,2022-12-13,Germany,Organic,Enterprise,Active
1464,2023-06-13,Germany,Organic,Enterprise,Active
1465,2023-10-02,India,Partner,Enterprise,Active
1466,2024-05-25,Australia,Partner,Enterprise,Active
1467,2024-02-02,USA,Organic,Enterprise,Active
1468,2022-06-28,Germany,Partner,Mid,Active
1469,2022-07-01,USA,Organic,Mid,Active
1470,2023-10-26,India,Referral,SMB,Active
1471,2022-01-25,Australia,Referral,Mid,Active
1472,2022-06-29,India,Organic,Enterprise,Active
1473,2023-12-11,USA,Organic,Mid,Active
1474,2023-05-16,Australia,Paid,SMB,Active
1475,2024-05-05,Australia,Paid,Enterprise,Active
1476,2022-06-10,India,Partner,Mid,Inactive
1477,2022-06-26,Germany,Partner,Mid,Active
1478,2022-10-12,USA,Organic,SMB,Active
1479,2022-03-04,UK,Organic,Enterprise,Active
1480,2023-10-24,UK,Paid,SMB,Active
1481,2023-10-28,India,Paid,Enterprise,Active
1482,2022-06-05,USA,Organic,Enterprise,Active
1483,2024-05-31,USA,Referral,Mid,Active
1484,2023-04-14,India,Referral,SMB,Inactive
1485,2022-02-18,USA,Partner,SMB,Active
1486,2024-04-28,Germany,Organic,SMB,Inactive
1487,2022-03-25,India,Organic,Enterprise,Inactive
1488,2022-12-27,Germany,Partner,SMB,Active
1489,2023-11-20,USA,Paid,Enterprise,Active
1490,2022-05-28,India,Paid,SMB,Active
1491,2023-09-22,USA,Referral,SMB,Active
1492,2022-12-08,India,Organic,Mid,Inactive
1493,2023-04-21,USA,Paid,SMB,Active
1494,2022-03-04,Germany,Referral,Mid,Active
1495,2023-12-02,Germany,Referral,Mid,Active
1496,2022-12-26,USA,Referral,Enterprise,Inactive
1497,2023-07-15,India,Paid,SMB,Active
1498,2022-11-23,UK,Paid,SMB,Inactive
1499,2024-02-08,Germany,Organic,SMB,Active
1500,2024-01-06,Germany,Organic,Mid,Active
1501,2022-05-21,UK,Referral,SMB,Active
1502,2022-08-03,USA,Referral,Enterprise,Active
1503,2023-03-11,India,Paid,Enterprise,Active
1504,2024-06-09,USA,Paid,SMB,Active
1505,2023-12-24,Australia,Organic,Mid,Active
1506,2022-11-14,Germany,Organic,Enterprise,Active
1507,2022-02-01,Australia,Partner,Enterprise,Active
1508,2023-11-01,Germany,Organic,Mid,Active
1509,2022-10-12,Germany,Paid,Enterprise,Active
1510,2022-11-01,Australia,Referral,Mid,Active
1511,2023-03-05,Australia,Partner,Enterprise,Active
1512,2023-04-22,USA,Organic,Mid,Inactive
1513,2022-10-13,Australia,Organic,Enterprise,Active
1514,2022-05-24,USA,Paid,SMB,Active
1515,2023-02-28,USA,Partner,Enterprise,Inactive
1516,2022-01-19,USA,Organic,Enterprise,Inactive
1517,2022-01-18,Germany,Referral,SMB,Active
1518,2024-02-08,Germany,Paid,SMB,Active
1519,2023-08-13,Australia,Partner,SMB,Active
1520,2023-01-06,Germany,Organic,SMB,Active
1521,2022-06-24,Australia,Organic,Mid,Active
1522,2022-07-13,Germany,Partner,Mid,Active
1523,2023-05-17,India,Paid,Enterprise,Active
1524,2022-04-23,India,Partner,Enterprise,Inactive
1525,2022-04-24,Australia,Partner,Enterprise,Active
1526,2022-08-10,Germany,Paid,Mid,Active
1527,2023-11-09,Germany,Organic,Enterprise,Inactive
1528,2024-04-10,USA,Referral,Enterprise,Active
1529,2023-10-06,UK,Paid,Mid,Active
1530,2024-06-15,Australia,Referral,Enterprise,Active
1531,2022-09-21,UK,Organic,Mid,Active
1532,2022-02-24,UK,Partner,Mid,Active
1533,2024-05-20,Australia,Referral,SMB,Active
1534,2023-10-05,Germany,Organic,SMB,Active
1535,2024-03-10,Australia,Organic,Mid,Inactive
1536,2024-02-17,UK,Partner,Mid,Active
1537,2023-04-03,Germany,Partner,SMB,Active
1538,2024-05-27,India,Organic,Enterprise,Active
1539,2022-06-11,Australia,Organic,Enterprise,Active
1540,2023-01-15,Australia,Referral,Enterprise,Active
1541,2022-03-28,Germany,Organic,Mid,Active
1542,2022-02-24,India,Organic,SMB,Active
1543,2023-04-21,India,Referral,Enterprise,Active
1544,2024-03-10,Germany,Paid,SMB,Active
1545,2022-06-27,USA,Referral,SMB,Active
1546,2023-01-26,Australia,Referral,Mid,Active
1547,2022-12-15,Australia,Partner,Enterprise,Active
1548,2022-01-08,UK,Referral,SMB,Active
1549,2024-04-12,Germany,Organic,Mid,Active
1550,2022-11-09,UK,Organic,Mid,Active
1551,2024-01-29,UK,Organic,Mid,Active
1552,2024-04-14,India,Paid,Enterprise,Active
1553,2023-03-19,Australia,Organic,Enterprise,Active
1554,2024-02-06,UK,Paid,Mid,Inactive
1555,2022-11-24,India,Organic,Enterprise,Active
1556,2022-02-23,Germany,Referral,Enterprise,Active
1557,2024-01-31,UK,Partner,SMB,Active
1558,2022-08-27,Australia,Organic,Mid,Active
1559,2022-08-17,UK,Paid,Mid,Active
1560,2023-08-02,Germany,Paid,Enterprise,Active
1561,2022-02-20,UK,Partner,Mid,Inactive
1562,2023-09-01,Australia,Organic,Mid,Active
1563,2023-08-27,India,Referral,Mid,Active
1564,2022-09-21,Australia,Organic,Enterprise,Active
1565,2023-02-22,India,Organic,Enterprise,Active
1566,2024-03-13,USA,Partner,Enterprise,Active
1567,2022-04-06,Australia,Organic,SMB,Active
1568,2022-03-29,Australia,Referral,Mid,Active
1569,2022-03-19,Germany,Paid,SMB,Active
1570,2022-10-15,UK,Partner,Enterprise,Active
1571,2022-04-30,India,Referral,SMB,Active
1572,2024-03-24,India,Paid,Mid,Active
1573,2023-05-06,Germany,Partner,Mid,Active
1574,2023-03-28,Germany,Partner,Enterprise,Active
1575,2023-05-15,UK,Paid,Enterprise,Active
1576,2022-06-14,UK,Paid,SMB,Active
1577,2022-07-01,Australia,Referral,Enterprise,Active
1578,2023-04-14,USA,Organic,SMB,Active
1579,2024-01-05,UK,Organic,Mid,Inactive
1580,2024-04-02,Germany,Organic,Mid,Active
1581,2022-01-07,UK,Organic,Mid,Active
1582,2022-11-26,India,Organic,Mid,Inactive
1583,2024-02-14,USA,Referral,Mid,Active
1584,2023-11-04,Australia,Partner,SMB,Active
1585,2022-05-31,India,Referral,Mid,Active
1586,2022-03-26,India,Referral,SMB,Active
1587,2022-05-27,USA,Referral,Mid,Active
1588,2023-09-16,Australia,Partner,SMB,Active
1589,2023-01-16,Germany,Referral,SMB,Active
1590,2023-07-02,Australia,Referral,SMB,Inactive
1591,2022-10-12,UK,Partner,Enterprise,Active
1592,2023-12-01,India,Referral,SMB,Active
1593,2022-03-23,UK,Organic,SMB,Active
1594,2023-05-29,Germany,Paid,Mid,Active
1595,2024-06-15,UK,Referral,SMB,Inactive
1596,2024-03-25,Australia,Paid,SMB,Active
1597,2023-12-10,UK,Referral,Enterprise,Active
1598,2023-06-07,Germany,Referral,Mid,Inactive
1599,2024-01-16,Germany,Organic,Enterprise,Active
1600,2023-01-21,Germany,Partner,Enterprise,Active
1601,2023-12-08,Australia,Paid,Enterprise,Active
1602,2023-04-16,Germany,Partner,SMB,Active
1603,2022-04-29,India,Organic,Enterprise,Active
1604,2023-01-31,Germany,Organic,Enterprise,Active
1605,2023-06-16,UK,Paid,Mid,Active
1606,2022-09-18,UK,Partner,Mid,Active
1607,2024-03-15,UK,Organic,Mid,Inactive
1608,2022-09-13,Australia,Referral,Mid,Active
1609,2024-01-04,UK,Referral,Enterprise,Active
1610,2022-08-14,Australia,Referral,Mid,Active
1611,2022-02-22,Australia,Partner,SMB,Active
1612,2024-05-16,Germany,Referral,Enterprise,Active
1613,2023-05-15,India,Referral,Mid,Inactive
1614,2023-05-21,Germany,Organic,Enterprise,Active
1615,2024-05-03,Germany,Organic,Mid,Inactive
1616,2022-12-30,Australia,Referral,Enterprise,Active
1617,2022-10-07,Australia,Referral,Mid,Active
1618,2023-08-16,UK,Organic,SMB,Active
1619,2023-12-15,UK,Paid,Mid,Active
1620,2022-06-07,Germany,Partner,Enterprise,Active
1621,2023-09-24,USA,Partner,Enterprise,Active
1622,2022-02-28,USA,Organic,SMB,Active
1623,2023-12-28,UK,Partner,Enterprise,Active
1624,2022-05-08,USA,Organic,SMB,Active
1625,2024-01-06,UK,Organic,Enterprise,Active
1626,2023-12-22,Australia,Organic,Enterprise,Active
1627,2024-05-31,Germany,Organic,SMB,Active
1628,2022-04-25,India,Paid,Enterprise,Active
1629,2022-07-28,Germany,Referral,Enterprise,Active
1630,2023-06-10,UK,Referral,SMB,Active
1631,2023-06-05,UK,Paid,Mid,Active
1632,2023-07-06,Germany,Partner,SMB,Active
1633,2022-08-25,UK,Partner,Enterprise,Active
1634,2022-10-08,USA,Referral,Mid,Active
1635,2022-12-25,USA,Partner,Mid,Active
1636,2022-07-20,UK,Referral,Mid,Active
1637,2024-01-28,UK,Referral,SMB,Inactive
1638,2022-10-05,USA,Paid,Mid,Active
1639,2022-08-23,UK,Partner,Mid,Active
1640,2023-05-09,UK,Paid,Mid,Active
1641,2022-01-04,Germany,Referral,Enterprise,Active
1642,2023-10-28,India,Referral,SMB,Active
1643,2023-03-18,USA,Referral,SMB,Inactive
1644,2022-01-29,Germany,Organic,Enterprise,Inactive
1645,2022-04-19,India,Organic,Mid,Active
1646,2023-09-02,UK,Organic,Enterprise,Active
1647,2023-12-28,UK,Paid,Enterprise,Active
1648,2024-03-15,Germany,Referral,Mid,Active
1649,2022-03-16,UK,Partner,Mid,Active
1650,2024-04-17,Australia,Paid,SMB,Active
1651,2022-05-26,Germany,Paid,Mid,Active
1652,2022-05-08,India,Paid,Enterprise,Active
1653,2024-05-02,Germany,Partner,Enterprise,Active
1654,2022-02-11,USA,Referral,Mid,Active
1655,2022-12-22,Germany,Organic,SMB,Active
1656,2022-02-10,UK,Referral,Enterprise,Active
1657,2022-02-03,UK,Referral,Mid,Active
1658,2022-01-17,Australia,Paid,SMB,Active
1659,2023-11-08,Australia,Paid,SMB,Inactive
1660,2022-06-02,Australia,Paid,Enterprise,Inactive
1661,2023-01-13,India,Organic,Enterprise,Active
1662,2023-08-11,Australia,Organic,SMB,Active
1663,2023-08-22,India,Organic,SMB,Active
1664,2023-09-21,Australia,Referral,SMB,Active
1665,2024-05-23,India,Paid,Mid,Active
1666,2022-12-08,Germany,Partner,Enterprise,Active
1667,2022-01-27,Germany,Referral,SMB,Active
1668,2024-04-04,UK,Organic,Enterprise,Active
1669,2022-10-14,India,Partner,Enterprise,Active
1670,2023-10-08,USA,Partner,Enterprise,Active
1671,2024-01-01,UK,Paid,SMB,Inactive
1672,2022-06-17,Germany,Partner,Mid,Active
1673,2023-09-02,India,Organic,SMB,Active
1674,2022-09-25,Australia,Paid,Enterprise,Active
1675,2024-01-19,USA,Partner,SMB,Inactive
1676,2024-03-31,Germany,Paid,SMB,Active
1677,2023-03-31,UK,Partner,Enterprise,Active
1678,2023-11-16,India,Referral,Enterprise,Active
1679,2023-02-05,USA,Referral,SMB,Active
1680,2023-04-21,India,Organic,SMB,Active
1681,2023-12-03,Australia,Referral,SMB,Active
1682,2023-09-26,UK,Referral,SMB,Active
1683,2023-07-12,India,Referral,Mid,Active
1684,2023-07-30,Germany,Partner,SMB,Active
1685,2022-05-10,UK,Partner,Mid,Active
1686,2024-04-01,Germany,Paid,Enterprise,Active
1687,2022-12-29,India,Partner,Mid,Active
1688,2023-12-06,UK,Referral,Enterprise,Active
1689,2024-03-29,Germany,Partner,Mid,Active
1690,2023-11-24,Australia,Organic,Enterprise,Active
1691,2022-10-19,Australia,Paid,SMB,Active
1692,2023-01-06,India,Paid,Mid,Active
1693,2024-03-04,UK,Partner,Mid,Active
1694,2022-01-29,USA,Referral,Enterprise,Active
1695,2022-05-29,UK,Paid,Enterprise,Active
1696,2024-02-18,Australia,Organic,Mid,Active
1697,2022-10-23,Germany,Organic,Enterprise,Active
1698,2022-01-11,USA,Paid,SMB,Active
1699,2023-05-27,India,Referral,Mid,Active
1700,2023-11-07,USA,Referral,SMB,Active
1701,2022-04-23,India,Partner,Mid,Active
1702,2022-07-06,USA,Partner,SMB,Active
1703,2024-03-17,India,Paid,Mid,Active
1704,2024-01-14,India,Partner,Enterprise,Active
1705,2022-08-15,USA,Partner,Mid,Active
1706,2022-11-06,USA,Partner,SMB,Active
1707,2022-04-08,India,Organic,Mid,Active
1708,2022-02-24,Australia,Partner,SMB,Active
1709,2023-09-15,USA,Paid,SMB,Active
1710,2023-10-26,UK,Referral,SMB,Active
1711,2024-01-28,Germany,Partner,Enterprise,Active
1712,2023-02-10,India,Referral,Mid,Active
1713,2022-03-10,India,Partner,SMB,Active
1714,2022-11-08,Germany,Paid,Enterprise,Inactive
1715,2022-10-16,Australia,Organic,SMB,Active
1716,2024-02-01,Germany,Paid,Mid,Active
1717,2023-07-02,USA,Organic,Enterprise,Active
1718,2024-01-21,Germany,Partner,SMB,Active
1719,2022-05-28,India,Partner,SMB,Inactive
1720,2023-04-12,Germany,Organic,SMB,Active
1721,2024-01-09,UK,Paid,Mid,Inactive
1722,2022-09-01,USA,Paid,Enterprise,Active
1723,2023-05-06,Germany,Organic,Enterprise,Active
1724,2024-04-28,India,Partner,Enterprise,Active
1725,2023-05-22,USA,Organic,SMB,Active
1726,2022-12-31,India,Partner,Enterprise,Active
1727,2023-04-27,Australia,Organic,SMB,Inactive
1728,2022-07-20,UK,Partner,Mid,Active
1729,2022-06-03,Australia,Organic,Enterprise,Active
1730,2023-03-26,UK,Referral,SMB,Active
1731,2023-05-16,Germany,Partner,Enterprise,Active
1732,2022-03-14,USA,Paid,Enterprise,Active
1733,2023-12-14,Germany,Organic,Mid,Inactive
1734,2022-10-23,UK,Paid,Enterprise,Active
1735,2022-01-17,UK,Organic,Mid,Active
1736,2023-10-03,UK,Paid,Enterprise,Inactive
1737,2022-08-05,India,Paid,Enterprise,Inactive
1738,2022-03-02,USA,Organic,Enterprise,Active
1739,2023-09-08,Germany,Organic,Enterprise,Inactive
1740,2022-02-11,Germany,Paid,Enterprise,Active
1741,2022-01-25,Australia,Paid,Enterprise,Inactive
1742,2022-02-08,UK,Paid,Mid,Active
1743,2024-03-13,UK,Partner,Mid,Active
1744,2022-05-11,UK,Partner,SMB,Active
1745,2023-05-13,Germany,Referral,Enterprise,Active
1746,2022-08-17,Australia,Partner,Mid,Active
1747,2022-04-18,India,Partner,Enterprise,Active
