subscription_id,user_id,plan_name,billing_cycle,plan_price,start_date,renewal_date,subscription_status
11288,2569,Premium,Monthly,3999,2022-08-15,2022-09-14,Expired
11289,1609,Basic,Annual,999,2023-02-24,2023-03-26,Active
11290,4634,Pro,Monthly,1999,2023-01-08,2024-01-08,Active
11291,3823,Basic,Annual,999,2022-10-28,2023-10-28,Cancelled
11292,1898,Basic,Annual,999,2022-10-13,2022-11-12,Active
11293,2193,Pro,Monthly,1999,2022-04-26,2022-05-26,Active
11294,4073,Premium,Monthly,3999,2022-05-29,2022-06-28,Active
11295,1092,Pro,Monthly,1999,2023-02-08,2024-02-08,Active
11296,700,Premium,Monthly,3999,2023-11-13,2023-12-13,Active
11297,4093,Premium,Monthly,3999,2022-03-31,2023-03-31,Active
11298,1902,Basic,Monthly,999,2022-04-29,2022-05-29,Cancelled
11299,2179,Pro,Monthly,1999,2023-11-27,2023-12-27,Active
11300,733,Pro,Monthly,1999,2024-02-15,2024-03-16,Active
11301,513,Pro,Annual,1999,2024-01-09,2025-01-08,Active
11302,2688,Basic,Monthly,999,2022-04-03,2023-04-03,Cancelled
11303,4097,Premium,Monthly,3999,2023-09-21,2023-10-21,Active
11304,3757,Pro,Annual,1999,2023-03-23,2023-04-22,Cancelled
11305,432,Pro,Monthly,1999,2022-11-08,2022-12-08,Active
11306,4495,Pro,Monthly,1999,2022-11-14,2023-11-14,Active
11307,808,Basic,Monthly,999,2022-05-01,2022-05-31,Active
11308,1280,Pro,Annual,1999,2022-11-13,2022-12-13,Active
11309,2222,Premium,Monthly,3999,2022-05-18,2023-05-18,Active
11310,855,Premium,Monthly,3999,2024-01-13,2025-01-12,Active
11311,3213,Basic,Monthly,999,2023-10-22,2023-11-21,Expired
11312,2587,Pro,Annual,1999,2022-10-11,2023-10-11,Cancelled
11313,4841,Pro,Annual,1999,2023-10-16,2024-10-15,Active
11314,2769,Basic,Monthly,999,2023-06-04,2024-06-03,Cancelled
11315,4339,Basic,Annual,999,2023-05-20,2024-05-19,Active
11316,3341,Pro,Monthly,1999,2023-01-26,2024-01-26,Active
11317,3229,Pro,Monthly,1999,2022-01-05,2023-01-05,Active
11318,1620,Basic,Annual,999,2024-02-08,2025-02-07,Active
11319,276,Basic,Monthly,999,2023-01-02,2024-01-02,Active
11320,4104,Basic,Monthly,999,2023-05-07,2023-06-06,Active
11321,3864,Basic,Monthly,999,2024-01-28,2024-02-27,Expired
11322,715,Pro,Annual,1999,2023-04-11,2024-04-10,Active
11323,2081,Basic,Annual,999,2022-08-23,2023-08-23,Cancelled
11324,810,Basic,Annual,999,2022-12-28,2023-01-27,Active
11325,3727,Premium,Monthly,3999,2023-06-06,2023-07-06,Active
11326,3979,Basic,Annual,999,2022-08-30,2022-09-29,Expired
11327,862,Pro,Monthly,1999,2023-03-18,2023-04-17,Active
11328,37,Premium,Monthly,3999,2022-07-07,2022-08-06,Expired
11329,3812,Pro,Annual,1999,2023-02-08,2024-02-08,Active
11330,2082,Pro,Monthly,1999,2023-03-03,2024-03-02,Expired
11331,455,Pro,Monthly,1999,2023-02-17,2023-03-19,Active
11332,4540,Basic,Monthly,999,2023-05-29,2024-05-28,Active
11333,3309,Pro,Monthly,1999,2022-06-03,2022-07-03,Active
11334,4308,Pro,Monthly,1999,2022-07-22,2022-08-21,Cancelled
11335,3212,Basic,Monthly,999,2022-08-05,2023-08-05,Active
11336,2656,Pro,Monthly,1999,2023-04-27,2024-04-26,Expired
11337,982,Premium,Monthly,3999,2022-11-11,2023-11-11,Active
11338,4392,Basic,Monthly,999,2023-09-09,2024-09-08,Active
11339,152,Pro,Monthly,1999,2022-01-01,2022-01-31,Active
11340,3295,Pro,Monthly,1999,2024-02-05,2025-02-04,Active
11341,600,Premium,Monthly,3999,2023-05-18,2023-06-17,Active
11342,1323,Premium,Annual,3999,2024-03-09,2025-03-09,Active
11343,1512,Pro,Monthly,1999,2022-10-05,2023-10-05,Cancelled
11344,2259,Basic,Monthly,999,2022-07-13,2022-08-12,Active
11345,232,Basic,Annual,999,2024-02-08,2024-03-09,Active
11346,2743,Basic,Monthly,999,2024-02-01,2024-03-02,Active
11347,4463,Pro,Annual,1999,2022-09-05,2023-09-05,Expired
11348,4577,Pro,Monthly,1999,2022-03-29,2022-04-28,Active
11349,572,Premium,Monthly,3999,2023-03-10,2024-03-09,Active
11350,1203,Pro,Monthly,1999,2023-02-24,2023-03-26,Active
11351,1508,Pro,Monthly,1999,2022-09-10,2022-10-10,Cancelled
11352,1613,Pro,Annual,1999,2023-03-05,2024-03-04,Expired
11353,3567,Basic,Annual,999,2022-06-13,2023-06-13,Expired
11354,4041,Pro,Annual,1999,2023-05-10,2023-06-09,Expired
11355,1571,Pro,Annual,1999,2022-06-11,2022-07-11,Active
11356,1040,Premium,Annual,3999,2023-05-22,2024-05-21,Active
11357,1426,Basic,Monthly,999,2022-09-22,2023-09-22,Active
11358,4082,Premium,Annual,3999,2022-04-20,2022-05-20,Active
11359,171,Pro,Monthly,1999,2023-12-20,2024-01-19,Active
11360,189,Basic,Monthly,999,2022-11-15,2023-11-15,Active
11361,4882,Basic,Monthly,999,2022-05-12,2022-06-11,Active
11362,4679,Basic,Annual,999,2022-05-13,2022-06-12,Active
11363,600,Pro,Monthly,1999,2023-01-29,2024-01-29,Active
11364,4942,Basic,Annual,999,2023-09-12,2023-10-12,Active
11365,4018,Pro,Monthly,1999,2023-11-15,2024-11-14,Cancelled
11366,3333,Premium,Monthly,3999,2023-07-06,2024-07-05,Active
11367,3577,Pro,Annual,1999,2022-02-04,2022-03-06,Expired
11368,2390,Pro,Monthly,1999,2023-07-25,2024-07-24,Active
11369,954,Basic,Annual,999,2023-12-06,2024-12-05,Active
11370,1626,Pro,Monthly,1999,2023-12-23,2024-12-22,Active
11371,1871,Basic,Monthly,999,2023-01-07,2023-02-06,Active
11372,4262,Premium,Annual,3999,2022-01-31,2022-03-02,Cancelled
11373,2025,Basic,Monthly,999,2022-06-23,2022-07-23,Active
11374,4330,Pro,Monthly,1999,2023-01-25,2024-01-25,Expired
11375,641,Pro,Monthly,1999,2023-12-11,2024-12-10,Active
11376,1828,Pro,Monthly,1999,2022-04-16,2022-05-16,Active
11377,4703,Premium,Monthly,3999,2022-10-02,2022-11-01,Active
11378,540,Basic,Monthly,999,2022-04-06,2023-04-06,Active
11379,2366,Basic,Annual,999,2023-11-13,2023-12-13,Active
11380,4439,Pro,Monthly,1999,2022-01-30,2023-01-30,Active
11381,3502,Pro,Monthly,1999,2024-03-04,2024-04-03,Cancelled
11382,3948,Pro,Annual,1999,2022-06-10,2022-07-10,Active
11383,3027,Basic,Annual,999,2022-11-02,2022-12-02,Active
11384,4733,Pro,Monthly,1999,2023-09-15,2023-10-15,Expired
11385,3538,Premium,Monthly,3999,2023-12-25,2024-12-24,Active
11386,4175,Pro,Monthly,1999,2022-07-15,2022-08-14,Active
11387,2497,Premium,Monthly,3999,2023-08-31,2024-08-30,Active
11388,4287,Pro,Monthly,1999,2022-12-04,2023-12-04,Expired
11389,4740,Basic,Annual,999,2022-05-18,2022-06-17,Active
11390,2090,Basic,Monthly,999,2024-02-29,2025-02-28,Active
11391,3322,Pro,Monthly,1999,2023-03-23,2024-03-22,Expired
11392,3582,Pro,Monthly,1999,2022-11-06,2022-12-06,Cancelled
11393,2550,Pro,Monthly,1999,2022-06-28,2022-07-28,Active
11394,1217,Pro,Monthly,1999,2022-12-03,2023-01-02,Cancelled
11395,4886,Premium,Annual,3999,2022-08-22,2022-09-21,Cancelled
11396,3979,Pro,Monthly,1999,2022-09-06,2022-10-06,Active
11397,742,Pro,Monthly,1999,2022-05-12,2022-06-11,Active
11398,4186,Basic,Monthly,999,2022-09-06,2023-09-06,Cancelled
11399,1715,Pro,Monthly,1999,2023-03-31,2024-03-30,Active
11400,4045,Premium,Monthly,3999,2023-05-14,2023-06-13,Active
11401,648,Basic,Monthly,999,2022-03-04,2023-03-04,Cancelled
11402,2798,Premium,Monthly,3999,2023-01-27,2024-01-27,Expired
11403,819,Premium,Annual,3999,2022-09-14,2023-09-14,Active
11404,243,Pro,Monthly,1999,2022-09-05,2022-10-05,Active
11405,4315,Basic,Monthly,999,2022-09-21,2022-10-21,Active
11406,4105,Basic,Monthly,999,2023-04-12,2023-05-12,Active
11407,4526,Basic,Monthly,999,2022-12-27,2023-01-26,Expired
11408,3878,Basic,Monthly,999,2023-01-28,2024-01-28,Active
11409,13,Pro,Monthly,1999,2022-06-28,2022-07-28,Active
11410,3018,Basic,Monthly,999,2023-05-21,2023-06-20,Expired
11411,690,Pro,Monthly,1999,2023-05-14,2023-06-13,Active
11412,3139,Basic,Monthly,999,2023-11-08,2024-11-07,Active
11413,3741,Basic,Monthly,999,2023-08-26,2024-08-25,Active
11414,677,Pro,Monthly,1999,2023-12-05,2024-12-04,Active
11415,3575,Premium,Annual,3999,2022-10-19,2022-11-18,Active
11416,4304,Pro,Monthly,1999,2023-08-11,2023-09-10,Active
11417,1324,Pro,Monthly,1999,2022-04-09,2023-04-09,Active
11418,2866,Pro,Annual,1999,2023-08-30,2024-08-29,Expired
11419,1003,Pro,Monthly,1999,2022-06-30,2023-06-30,Active
11420,2503,Premium,Monthly,3999,2023-02-07,2023-03-09,Active
11421,1766,Basic,Monthly,999,2023-10-28,2023-11-27,Active
11422,1554,Premium,Monthly,3999,2023-01-09,2024-01-09,Active
11423,2292,Basic,Annual,999,2023-09-16,2024-09-15,Active
11424,1986,Premium,Monthly,3999,2023-11-14,2024-11-13,Expired
11425,4867,Basic,Monthly,999,2022-09-10,2022-10-10,Active
11426,238,Premium,Monthly,3999,2022-05-02,2022-06-01,Active
11427,3318,Premium,Monthly,3999,2023-03-18,2024-03-17,Active
11428,2393,Basic,Monthly,999,2023-12-18,2024-12-17,Active
11429,3556,Premium,Monthly,3999,2022-09-02,2022-10-02,Expired
11430,1585,Basic,Monthly,999,2023-10-01,2024-09-30,Expired
11431,1308,Basic,Monthly,999,2023-05-06,2023-06-05,Active
11432,2086,Pro,Monthly,1999,2022-02-15,2022-03-17,Cancelled
11433,1820,Premium,Annual,3999,2023-03-28,2024-03-27,Active
11434,32,Pro,Annual,1999,2022-10-23,2022-11-22,Active
11435,292,Pro,Annual,1999,2024-01-18,2024-02-17,Expired
11436,3687,Pro,Monthly,1999,2022-05-21,2022-06-20,Active
11437,4388,Premium,Monthly,3999,2023-09-25,2023-10-25,Active
11438,1643,Pro,Monthly,1999,2023-06-05,2023-07-05,Active
11439,578,Basic,Monthly,999,2022-03-07,2022-04-06,Active
11440,3910,Basic,Monthly,999,2023-04-28,2024-04-27,Active
11441,1224,Basic,Monthly,999,2022-11-05,2022-12-05,Cancelled
11442,4077,Pro,Monthly,1999,2023-04-05,2023-05-05,Active
11443,2653,Basic,Monthly,999,2023-08-16,2023-09-15,Active
11444,447,Basic,Monthly,999,2024-02-11,2024-03-12,Active
11445,3420,Premium,Monthly,3999,2023-02-02,2023-03-04,Active
11446,4374,Basic,Monthly,999,2023-04-14,2024-04-13,Cancelled
11447,3042,Pro,Monthly,1999,2023-09-09,2023-10-09,Expired
11448,2580,Basic,Monthly,999,2023-01-27,2023-02-26,Expired
11449,1423,Basic,Monthly,999,2022-04-07,2023-04-07,Active
11450,2610,Basic,Monthly,999,2022-07-09,2022-08-08,Expired
11451,3082,Pro,Annual,1999,2022-07-14,2023-07-14,Active
11452,59,Premium,Monthly,3999,2022-11-30,2023-11-30,Active
11453,3160,Basic,Monthly,999,2022-03-24,2022-04-23,Cancelled
11454,459,Basic,Monthly,999,2022-09-08,2023-09-08,Active
11455,104,Pro,Annual,1999,2022-03-11,2023-03-11,Active
11456,4927,Pro,Monthly,1999,2022-10-19,2022-11-18,Expired
11457,789,Pro,Monthly,1999,2022-12-06,2023-01-05,Cancelled
11458,742,Premium,Monthly,3999,2023-01-20,2024-01-20,Active
11459,3407,Pro,Monthly,1999,2023-12-01,2024-11-30,Cancelled
11460,1573,Pro,Monthly,1999,2023-04-03,2023-05-03,Cancelled
11461,2702,Premium,Monthly,3999,2022-05-21,2022-06-20,Expired
11462,4651,Pro,Monthly,1999,2022-05-20,2022-06-19,Active
11463,4724,Basic,Monthly,999,2022-03-16,2022-04-15,Cancelled
11464,3413,Basic,Monthly,999,2022-04-10,2022-05-10,Cancelled
11465,2977,Basic,Monthly,999,2023-10-19,2024-10-18,Active
11466,2135,Basic,Monthly,999,2022-06-24,2023-06-24,Active
11467,428,Basic,Annual,999,2024-01-03,2025-01-02,Active
11468,1945,Basic,Monthly,999,2022-11-19,2023-11-19,Active
11469,1272,Premium,Monthly,3999,2023-04-22,2023-05-22,Expired
11470,4980,Premium,Monthly,3999,2022-01-10,2023-01-10,Active
11471,4582,Pro,Monthly,1999,2022-02-15,2023-02-15,Active
11472,4700,Premium,Monthly,3999,2023-09-21,2024-09-20,Cancelled
11473,412,Basic,Annual,999,2023-05-31,2023-06-30,Active
11474,1932,Premium,Monthly,3999,2022-11-09,2022-12-09,Active
11475,2496,Pro,Monthly,1999,2022-08-26,2022-09-25,Active
11476,247,Basic,Annual,999,2022-01-31,2022-03-02,Active
11477,2818,Basic,Annual,999,2023-05-25,2024-05-24,Expired
11478,2172,Basic,Monthly,999,2022-05-10,2023-05-10,Cancelled
11479,3332,Basic,Monthly,999,2024-01-23,2025-01-22,Active
11480,2925,Basic,Monthly,999,2023-01-20,2024-01-20,Expired
11481,2061,Basic,Monthly,999,2023-08-16,2024-08-15,Active
11482,3335,Basic,Annual,999,2022-01-25,2023-01-25,Active
11483,4896,Basic,Monthly,999,2022-09-18,2023-09-18,Active
11484,945,Premium,Monthly,3999,2023-07-14,2024-07-13,Expired
11485,2248,Basic,Monthly,999,2023-02-02,2023-03-04,Active
11486,1263,Basic,Monthly,999,2023-07-18,2024-07-17,Active
11487,176,Pro,Monthly,1999,2022-11-26,2023-11-26,Active
11488,1053,Premium,Annual,3999,2022-05-29,2022-06-28,Active
11489,2725,Basic,Monthly,999,2023-02-13,2024-02-13,Expired
11490,2583,Premium,Monthly,3999,2023-09-03,2024-09-02,Active
11491,1318,Basic,Annual,999,2023-08-02,2023-09-01,Cancelled
11492,4573,Basic,Monthly,999,2023-12-23,2024-01-22,Active
11493,3368,Basic,Monthly,999,2024-01-30,2025-01-29,Cancelled
11494,1675,Pro,Monthly,1999,2022-04-29,2022-05-29,Cancelled
11495,334,Basic,Monthly,999,2023-03-10,2023-04-09,Active
11496,1265,Pro,Monthly,1999,2022-08-16,2022-09-15,Active
11497,3178,Basic,Annual,999,2023-09-07,2023-10-07,Expired
11498,2946,Pro,Monthly,1999,2022-08-28,2023-08-28,Cancelled
11499,4781,Basic,Monthly,999,2022-08-20,2022-09-19,Active
11500,4657,Pro,Monthly,1999,2022-10-17,2022-11-16,Active
11501,4219,Pro,Monthly,1999,2022-06-03,2023-06-03,Cancelled
11502,2666,Pro,Monthly,1999,2023-11-13,2023-12-13,Active
11503,4936,Basic,Monthly,999,2022-06-08,2022-07-08,Active
11504,416,Premium,Annual,3999,2023-09-17,2023-10-17,Expired
11505,708,Pro,Monthly,1999,2023-07-17,2024-07-16,Expired
11506,2685,Basic,Monthly,999,2023-04-21,2023-05-21,Cancelled
11507,3367,Premium,Monthly,3999,2023-07-02,2023-08-01,Active
11508,3504,Pro,Annual,1999,2022-01-13,2022-02-12,Expired
11509,4443,Pro,Monthly,1999,2023-05-22,2023-06-21,Active
11510,2560,Basic,Monthly,999,2022-08-06,2022-09-05,Active
11511,4945,Pro,Monthly,1999,2024-01-25,2024-02-24,Active
11512,3972,Basic,Monthly,999,2024-01-05,2025-01-04,Expired
11513,4631,Pro,Monthly,1999,2023-12-21,2024-01-20,Active
11514,2958,Pro,Annual,1999,2024-02-20,2025-02-19,Expired
11515,1730,Pro,Annual,1999,2022-08-10,2023-08-10,Expired
11516,1902,Basic,Monthly,999,2022-10-15,2023-10-15,Active
11517,4760,Premium,Monthly,3999,2023-06-08,2024-06-07,Expired
11518,1042,Basic,Monthly,999,2023-05-02,2023-06-01,Expired
11519,27,Pro,Monthly,1999,2023-11-30,2023-12-30,Active
11520,2584,Pro,Monthly,1999,2023-11-12,2023-12-12,Active
11521,1053,Pro,Monthly,1999,2022-11-20,2022-12-20,Active
11522,1675,Basic,Monthly,999,2023-09-10,2023-10-10,Active
11523,3056,Basic,Monthly,999,2022-06-25,2022-07-25,Cancelled
11524,1659,Basic,Monthly,999,2022-02-10,2023-02-10,Active
11525,4736,Pro,Monthly,1999,2022-11-21,2022-12-21,Expired
11526,3952,Basic,Monthly,999,2024-01-31,2024-03-01,Expired
11527,3189,Pro,Monthly,1999,2022-09-24,2023-09-24,Active
11528,1742,Pro,Monthly,1999,2024-01-04,2024-02-03,Active
11529,4088,Basic,Monthly,999,2023-01-28,2024-01-28,Active
11530,4138,Basic,Annual,999,2022-04-23,2022-05-23,Active
11531,3232,Basic,Monthly,999,2022-10-11,2022-11-10,Active
11532,1715,Basic,Monthly,999,2024-02-29,2025-02-28,Active
11533,3197,Pro,Monthly,1999,2022-07-22,2022-08-21,Active
11534,3332,Pro,Monthly,1999,2024-02-13,2024-03-14,Active
11535,3348,Pro,Monthly,1999,2024-03-04,2025-03-04,Expired
11536,1987,Basic,Monthly,999,2022-05-24,2022-06-23,Active
11537,3545,Premium,Monthly,3999,2022-08-31,2022-09-30,Active
11538,702,Basic,Monthly,999,2024-02-21,2024-03-22,Active
11539,1455,Basic,Monthly,999,2022-02-04,2022-03-06,Active
11540,3787,Pro,Monthly,1999,2022-02-22,2023-02-22,Active
11541,2472,Premium,Monthly,3999,2023-05-18,2024-05-17,Active
11542,4261,Basic,Monthly,999,2022-12-22,2023-12-22,Active
11543,3045,Pro,Annual,1999,2022-05-30,2023-05-30,Active
11544,3884,Premium,Monthly,3999,2023-03-13,2024-03-12,Active
11545,2941,Pro,Annual,1999,2023-03-26,2023-04-25,Active
11546,1821,Basic,Monthly,999,2023-06-09,2023-07-09,Active
11547,2803,Premium,Monthly,3999,2022-09-24,2023-09-24,Cancelled
11548,3796,Pro,Monthly,1999,2023-09-01,2024-08-31,Active
11549,2464,Pro,Monthly,1999,2022-03-27,2022-04-26,Active
11550,3372,Pro,Annual,1999,2022-11-05,2023-11-05,Cancelled
11551,336,Premium,Monthly,3999,2022-09-22,2023-09-22,Expired
11552,1925,Pro,Monthly,1999,2023-05-07,2023-06-06,Expired
11553,4977,Basic,Monthly,999,2023-08-06,2023-09-05,Active
11554,3861,Pro,Monthly,1999,2022-01-17,2023-01-17,Active
11555,2789,Basic,Monthly,999,2022-07-08,2023-07-08,Active
11556,4126,Basic,Monthly,999,2023-06-06,2023-07-06,Expired
11557,3607,Pro,Monthly,1999,2022-06-15,2023-06-15,Cancelled
11558,1541,Basic,Monthly,999,2023-07-05,2024-07-04,Active
11559,575,Pro,Monthly,1999,2022-12-11,2023-01-10,Active
11560,221,Premium,Annual,3999,2022-08-07,2023-08-07,Active
11561,4923,Pro,Monthly,1999,2022-04-04,2023-04-04,Active
11562,2014,Premium,Monthly,3999,2022-06-07,2023-06-07,Expired
11563,2642,Basic,Annual,999,2022-02-03,2022-03-05,Active
11564,754,Premium,Monthly,3999,2023-02-20,2023-03-22,Active
11565,1021,Premium,Monthly,3999,2023-05-21,2023-06-20,Expired
11566,1489,Basic,Monthly,999,2023-05-05,2024-05-04,Active
11567,1962,Basic,Monthly,999,2023-06-08,2024-06-07,Active
11568,3484,Basic,Monthly,999,2022-08-21,2023-08-21,Active
11569,438,Premium,Monthly,3999,2023-08-22,2023-09-21,Active
11570,479,Premium,Monthly,3999,2023-08-28,2024-08-27,Active
11571,783,Basic,Monthly,999,2022-04-17,2022-05-17,Active
11572,4168,Pro,Monthly,1999,2022-07-12,2023-07-12,Active
11573,4678,Basic,Annual,999,2023-04-13,2024-04-12,Active
11574,220,Pro,Monthly,1999,2023-06-06,2023-07-06,Active
11575,1028,Premium,Monthly,3999,2023-09-29,2024-09-28,Cancelled
11576,290,Basic,Monthly,999,2024-02-26,2025-02-25,Active
11577,380,Premium,Annual,3999,2022-10-06,2022-11-05,Active
11578,3974,Premium,Monthly,3999,2022-05-08,2023-05-08,Active
11579,2852,Premium,Monthly,3999,2022-12-07,2023-12-07,Active
11580,1379,Basic,Monthly,999,2023-11-28,2024-11-27,Active
11581,1959,Basic,Monthly,999,2022-02-28,2023-02-28,Cancelled
11582,2128,Basic,Monthly,999,2022-07-01,2022-07-31,Active
11583,66,Pro,Monthly,1999,2023-08-09,2024-08-08,Active
11584,2184,Pro,Monthly,1999,2023-05-29,2023-06-28,Active
11585,4495,Basic,Annual,999,2022-08-31,2023-08-31,Cancelled
11586,3775,Pro,Monthly,1999,2022-08-16,2023-08-16,Expired
11587,4443,Basic,Monthly,999,2023-07-14,2024-07-13,Active
11588,3920,Basic,Monthly,999,2023-06-02,2023-07-02,Active
11589,778,Pro,Monthly,1999,2023-07-09,2024-07-08,Active
11590,2567,Basic,Monthly,999,2022-05-25,2023-05-25,Expired
11591,1904,Basic,Monthly,999,2022-05-07,2022-06-06,Active
11592,2762,Basic,Annual,999,2022-12-01,2022-12-31,Active
11593,3852,Premium,Monthly,3999,2024-01-28,2025-01-27,Active
11594,79,Pro,Monthly,1999,2023-02-12,2023-03-14,Active
11595,1582,Pro,Monthly,1999,2022-05-01,2022-05-31,Active
11596,2163,Pro,Monthly,1999,2024-01-14,2025-01-13,Active
11597,986,Pro,Monthly,1999,2023-12-02,2024-01-01,Cancelled
11598,1486,Basic,Monthly,999,2022-10-12,2023-10-12,Active
11599,2621,Pro,Monthly,1999,2022-08-30,2022-09-29,Active
11600,965,Pro,Monthly,1999,2022-03-19,2022-04-18,Active
11601,2548,Pro,Annual,1999,2023-07-24,2024-07-23,Active
11602,829,Pro,Monthly,1999,2023-03-26,2024-03-25,Active
11603,3174,Pro,Monthly,1999,2023-04-15,2024-04-14,Expired
11604,2674,Basic,Annual,999,2022-06-30,2022-07-30,Active
11605,1719,Premium,Annual,3999,2023-08-05,2024-08-04,Cancelled
11606,2433,Basic,Monthly,999,2022-09-22,2023-09-22,Active
11607,1229,Premium,Monthly,3999,2023-12-17,2024-12-16,Active
11608,2411,Basic,Monthly,999,2023-11-13,2023-12-13,Active
11609,3779,Basic,Monthly,999,2022-10-22,2023-10-22,Expired
11610,1841,Pro,Monthly,1999,2022-09-04,2023-09-04,Active
11611,498,Basic,Annual,999,2023-02-28,2023-03-30,Active
11612,537,Premium,Monthly,3999,2022-02-28,2023-02-28,Active
11613,3306,Pro,Monthly,1999,2023-04-03,2024-04-02,Active
11614,1165,Pro,Monthly,1999,2022-01-11,2023-01-11,Active
11615,1972,Basic,Annual,999,2022-12-13,2023-12-13,Active
11616,3528,Basic,Monthly,999,2022-01-05,2022-02-04,Cancelled
11617,300,Basic,Monthly,999,2023-12-18,2024-12-17,Active
11618,2387,Pro,Monthly,1999,2023-01-05,2024-01-05,Active
11619,4399,Pro,Monthly,1999,2023-04-03,2024-04-02,Expired
11620,3964,Pro,Monthly,1999,2022-09-02,2023-09-02,Active
11621,4688,Premium,Monthly,3999,2022-09-06,2023-09-06,Active
11622,4172,Pro,Monthly,1999,2023-03-11,2023-04-10,Cancelled
11623,3860,Premium,Monthly,3999,2023-02-24,2024-02-24,Active
11624,914,Basic,Annual,999,2022-04-15,2023-04-15,Active
11625,4876,Basic,Annual,999,2022-08-30,2023-08-30,Active
11626,3696,Basic,Monthly,999,2022-09-29,2022-10-29,Active
11627,921,Basic,Monthly,999,2023-06-03,2024-06-02,Active
11628,1524,Pro,Monthly,1999,2024-01-06,2024-02-05,Active
11629,1750,Pro,Annual,1999,2023-12-30,2024-12-29,Active
11630,3618,Pro,Monthly,1999,2022-02-13,2023-02-13,Active
11631,2701,Pro,Monthly,1999,2022-01-26,2022-02-25,Expired
11632,1006,Premium,Monthly,3999,2022-06-30,2023-06-30,Active
11633,1702,Premium,Monthly,3999,2023-08-27,2024-08-26,Expired
11634,3303,Basic,Monthly,999,2023-03-04,2023-04-03,Active
11635,804,Basic,Monthly,999,2022-09-25,2023-09-25,Active
11636,3367,Basic,Monthly,999,2023-08-03,2024-08-02,Active
11637,2893,Basic,Monthly,999,2022-05-31,2023-05-31,Active
11638,3499,Pro,Monthly,1999,2023-09-08,2023-10-08,Active
11639,4968,Pro,Annual,1999,2023-08-23,2023-09-22,Expired
11640,3163,Basic,Monthly,999,2022-04-05,2023-04-05,Active
11641,115,Pro,Monthly,1999,2023-01-17,2024-01-17,Active
11642,3330,Pro,Monthly,1999,2024-03-08,2024-04-07,Active
11643,4469,Basic,Annual,999,2023-05-30,2024-05-29,Active
11644,4946,Basic,Monthly,999,2023-12-21,2024-12-20,Active
11645,2138,Premium,Monthly,3999,2023-09-06,2023-10-06,Cancelled
11646,4853,Pro,Monthly,1999,2023-11-20,2023-12-20,Active
11647,31,Basic,Annual,999,2023-03-04,2023-04-03,Active
11648,1806,Basic,Monthly,999,2023-03-01,2024-02-29,Active
11649,3570,Basic,Monthly,999,2022-07-18,2023-07-18,Expired
11650,1437,Basic,Monthly,999,2022-01-08,2022-02-07,Active
11651,4786,Premium,Monthly,3999,2024-01-27,2025-01-26,Active
11652,3429,Basic,Monthly,999,2022-11-23,2023-11-23,Active
11653,457,Basic,Annual,999,2023-11-21,2024-11-20,Active
11654,449,Basic,Monthly,999,2023-08-17,2024-08-16,Cancelled
11655,68,Pro,Annual,1999,2023-09-16,2023-10-16,Active
11656,4090,Basic,Monthly,999,2022-01-21,2023-01-21,Cancelled
11657,1863,Basic,Annual,999,2023-06-30,2023-07-30,Active
11658,1803,Pro,Monthly,1999,2022-09-12,2023-09-12,Active
11659,4970,Pro,Monthly,1999,2023-03-09,2023-04-08,Active
11660,4563,Basic,Monthly,999,2023-05-20,2023-06-19,Expired
11661,3432,Basic,Monthly,999,2022-01-27,2023-01-27,Active
11662,128,Pro,Monthly,1999,2023-06-04,2023-07-04,Active
11663,4829,Premium,Monthly,3999,2023-06-14,2024-06-13,Cancelled
11664,3826,Basic,Monthly,999,2023-05-15,2024-05-14,Active
11665,1268,Basic,Monthly,999,2022-08-21,2022-09-20,Active
11666,4011,Basic,Annual,999,2023-01-31,2023-03-02,Expired
11667,1043,Pro,Monthly,1999,2022-11-03,2022-12-03,Active
11668,3739,Pro,Annual,1999,2023-05-25,2023-06-24,Expired
11669,368,Pro,Annual,1999,2023-12-04,2024-12-03,Active
11670,2605,Pro,Monthly,1999,2023-02-28,2024-02-28,Active
11671,2641,Premium,Monthly,3999,2022-05-30,2022-06-29,Active
11672,4908,Premium,Monthly,3999,2023-01-27,2023-02-26,Active
11673,59,Pro,Monthly,1999,2023-05-05,2023-06-04,Active
11674,4257,Pro,Monthly,1999,2023-10-30,2024-10-29,Active
11675,103,Basic,Monthly,999,2022-02-16,2022-03-18,Expired
11676,4942,Pro,Monthly,1999,2022-11-08,2023-11-08,Cancelled
11677,4508,Pro,Monthly,1999,2022-05-19,2023-05-19,Active
11678,786,Pro,Monthly,1999,2023-02-09,2023-03-11,Active
11679,4279,Basic,Annual,999,2023-10-16,2024-10-15,Active
11680,3946,Pro,Monthly,1999,2022-01-14,2023-01-14,Active
11681,2447,Pro,Monthly,1999,2024-02-10,2025-02-09,Cancelled
11682,957,Pro,Monthly,1999,2024-01-18,2024-02-17,Active
11683,2703,Basic,Monthly,999,2023-06-03,2023-07-03,Active
11684,437,Pro,Monthly,1999,2023-07-05,2024-07-04,Active
11685,2366,Basic,Monthly,999,2022-07-04,2022-08-03,Active
11686,4702,Premium,Monthly,3999,2022-04-25,2023-04-25,Active
11687,497,Pro,Monthly,1999,2022-04-20,2022-05-20,Active
11688,1367,Basic,Monthly,999,2023-07-31,2024-07-30,Active
11689,2866,Basic,Monthly,999,2024-01-13,2024-02-12,Active
